Scraped_URL,Type,Price,Bath(s),Area,Purpose,Bedroom(s),Added,Location,Description,Amenities: Main Features,Amenities: Rooms,Amenities: Business and Communication,Amenities: Community Features,Amenities: Healthcare Recreational,Amenities: Nearby Locations and Other Facilities,Amenities: Other Facilities,Initial Amount,Monthly Installment,Remaining Installments
https://www.zameen.com/Property/soan_garden_soan_garden_-_block_e_1_kanal_brand_new_double_unit_house_for_sale_7_bedrooms_near_to_imarat_mall-52419152-3495-1.html,House,PKR7.5 Crore,6,1 Kanal,For Sale,7,2 weeks ago,"Soan Garden, Islamabad, Islamabad Capital","1 KANAL BRAND NEW DOUBLE STORY HOUSE FOR SALE 2 KM DISTANCE TO EXPRESS WAY CARPET STREET E BLOCK 53x85 DIMENSION 6 BEDROOM ATTACHED BATHROOM 2 TV LOUNGE 2 DRAWING AND DINING ROOM WITH BATH 2 KITCHEN WITH SERVICE ROOM SARVENT WITH BATH 2 STORE ROOM 2 SEPARATE WATER TANK OVERHEAD & UNDERGROUND WITHOUT GAS 2 ELECTRIC METER NEAR TO MASJID, HIGHWAY, MARKET DEMAND 7.95","Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Flooring, Electricity Backup, Floors: 2, Furnished","Bedrooms: 6, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Kids Play Area, Barbeque Area, Mosque, Community Centre",Lawn or Garden,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities",,,
https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_one_bed_apartment_available_for_sale_2nd_floor_society_transfer_c_block_note_this_demand_is_for_unfurnished_not_furnished-52507736-3115-1.html,Flat,PKR46 Lakh,1,2 Marla,For Sale,1,4 days ago,"B-17, Islamabad, Islamabad Capital","Look no further as we have the best Flat that fits well within your budgeted requirements. If you are looking for a safe neighbourhood, the location of MPCHS - Multi Gardens is ideal for you. The imagination of a luxurious lifestyle becomes a reality in Islamabad. 450 Square Feet unit options are limited, so hurry up before it's too late. Schedule your appointment to view the Flat for sale today, before it's gone. The price of Rs. 5000000 is very justified and can be perfect for your needs. Property details are listed as follows. Having a washing area in the home is a great plus and this Flat gives you that. Make your meal times more special, with this beautifully designed dining area that is part of this Flat. The Flat has a prayer room as well, which you can utilize any way you like. Kids can swim to their hearts desire at the community pool. Kids can freely play at the community garden nearby. The mosque near the Flat is quite spacious and well-maintained. Keep in touch with your friends and family with broadband internet access. You can leave your contact details for our representative to call you.","Built in year: 2010, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 5, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Store Rooms, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities",Other Healthcare and Recreation Facilities,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff",,,
https://www.zameen.com/Property/f_6_f-6_3_f-6_3_corner_house_fpr_sale_prime_location-52602152-3301-1.html,House,PKR58 Crore,6,2.3 Kanal,For Sale,6,2 weeks ago,"F-6, Islamabad, Islamabad Capital",BEST INVESTMENT IN ISLAMABAD CORNER OLD BANGLOWS FOR SALE MORE DETAILS CONTACT WITH MALIK HAFEEZ,,,,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities",,,
https://www.zameen.com/Property/f_6_f-6_2_f-6_brand_new_luxury_house_for_sale_prime_location_tripple_story-52452027-3300-1.html,House,PKR90 Crore,6,2 Kanal,For Sale,9,2 months ago,"F-6, Islamabad, Islamabad Capital","Luxury House for Sale F-6/2, Islamabad Prime Location: Street Size: 1000 Sq. Yards (100/90) 3 Storeys | Lift | Spacious Bedrooms Swimming Pool | Jacuzzi | Sauna Home Theatre | Private Gym Central Heating & Cooling Rooftop with Stunning Margalla Hills View Single Owner | Clear Documents Demand: 90 Crore A premium residence in Islamabads most sought-after sector, offering luxury, comfort, and breathtaking views. A beautifully designed, high-end property in one of Islamabads most prestigious sectors. Featuring top-tier amenities, modern architecture, and a peaceful environment.","Built in year: 2022, Parking Spaces: 01, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 9, Bathrooms: 10, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 01, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
https://www.zameen.com/Property/f_7_f-7_2_f-7_two_kanal_house_for_sale-51617517-3308-1.html,House,PKR45 Crore,6,2 Kanal,For Sale,6,2 months ago,"F-7, Islamabad, Islamabad Capital",MORE DETAILS CONTACT PIC JUST FOE VIEW,"Built in year: 2025, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 1, Other Main Features","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
https://www.zameen.com/Property/islamabad_g-6_g-6_brand_new_luxury_urgent_house_for_sale-52449374-169-1.html,House,PKR94.5 Crore,7,3.7 Kanal,For Sale,6,2 weeks ago,"G-6, Islamabad, Islamabad Capital","1866 Square Yard House Is Available For Sale In G-6 Embassy Road Islamabad. G-6 House size 1866 Yards Grand Entrance fit for an Ambassadors Residence/Chancery, 6 Bedrooms, 7 Bathrooms, Drawing, Dining, Grand Home Theatre, Multiple lounges, Exquisite Library, Two kitchens, 4 servant quarters, swimming pool, Fitted barbecue area, Gazebo with glass ceiling, Central Air Conditioning, Radiator Heating, Splits, Automatic blinds, Water purifying system. Double glazed windows, Wooden floors, Fully furnished and decorated with exquisite artwork. Available for purchase @ 98 crore or long terms rent @$15000 pm by embassies/ Multinationals.","Built in year, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 6, Bathrooms: 7, Servant Quarters: 4, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
https://www.zameen.com/Property/faisal_town_phase_1_faisal_town_phase_1_-_block_c_5_marla_brand_new_house_available_for_sale_in_faisal_town_phase_1_of_block_c_islamabad_pakistan-52153099-16418-1.html,House,PKR2.75 Crore,5,5 Marla,For Sale,5,7 hours ago,"Faisal Town - F-18, Islamabad, Islamabad Capital",5 Marla 50 fit Road Brand New House available for Sale in Faisal Town phase 1 of Block C Islamabad 5 Bedrooms 5 Bathrooms 2 kitchens 2 Tv lounge 1 car parking Price demand 275 lacs for more info contact with,"Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_5_5_marla_double_storey_house_for_sale_in_phase_4a_gas_available-52785693-3395-1.html,House,PKR1.8 Crore,5,5 Marla,For Sale,4,1 month ago,"Ghauri Town, Islamabad, Islamabad Capital",5 Marla dable story house for slae in ghouri tawon phase 5 pani bijli gass available Near to Islamabad highway and market and masjid and school,"Built in year, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors, Other Main Features, Furnished","Bedrooms, Bathrooms, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_g_8_marla_elegant_house_available_for_sale_on_prime_location_in_reasonable_price-53232588-11984-1.html,House,PKR3.2 Crore,5,8 Marla,For Sale,5,1 month ago,"Bahria Town, Islamabad, Islamabad Capital","8 Marla House Available for Sale in Sector G A beautifully designed and well-maintained 8 Marla house is available for sale in the prime location of Sector G. This property offers a perfect blend of modern architecture, top-quality construction, and a peaceful environment ideal for comfortable family living or a valuable long-term investment. Property Features: Spacious bedrooms with attached bathrooms Modern kitchen with high-quality fittings Drawing and dining area with elegant finishing TV lounge for family gatherings Servant quarter and laundry area Wide car porch and beautiful green lawn Solid construction with premium materials Location Highlights: Situated in the heart of Sector G, a well-developed and secure area Near schools, parks, shopping centers, and main roads Peaceful neighborhood with easy access to all facilities Ideal for residence or investment with excellent future value Location: Sector G Size: 8 Marla Status: For Sale Contact: Tofeeq Leghari","Built in year: 2024, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 1, Other Main Features, Furnished","Bedrooms: 3, Bathrooms: 3, Drawing Room, Dining Room, Kitchens, Store Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Kids Play Area, Barbeque Area, Mosque",,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities",,,
https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_g_corner_house_spread_over_12_marla_in_dha_phase_2_-_sector_g_available-52236187-3202-1.html,House,PKR7.9 Crore,5,12 Marla,For Sale,5,5 days ago,"DHA Defence, Islamabad, Islamabad Capital",near to park near to masjid near to school near to dha gate 7 near to jacaranda family club,"Built in year: 2015, Parking Spaces: 2, Double Glazed Windows, Flooring","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Powder Room, Store Rooms: 1, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities",,,
