,Page,Title,Price,Location,Beds,Baths,Area,Badge,Date Added,URL
1631,66,2 Bed Apartments Available For Sale,PKR 1.89 Crore,"Regent One, DHA Defence Phase 3",2.0,2.0,5.1 Marla,super hot,Added: 1 week ago,
1632,66,1 Bed Classic Apartment for sale,PKR 1.8 Crore,"The 360 Residences, Bhara kahu",1.0,1.0,3.7 Marla,super hot,Added: 1 week ago,
1633,66,"Flat Of 1630 Square Feet Is Available For sale In Capital Heights, Islamabad",PKR 3.6 Crore,"Capital Heights, G-11/3",2.0,2.0,7.2 Marla,super hot,Added: 1 week ago,https://www.zameen.com/Property/g_11_3_capital_heights_flat_of_1630_square_feet_is_available_for_sale_in_capital_heights_islamabad-52859295-13256-1.html
1634,66,25*40 Double Storey Like Brand New House Available For Sale In G-13,PKR 3.65 Crore,"G-13, Islamabad",4.0,4.0,4 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_g-13_25_40_double_storey_like_brand_new_house_available_for_sale_in_g-13-53287891-330-1.html
1635,66,10 Marla Corner Double Unit Brand New House for sale,PKR 5.3 Crore,"Top City 1 - Block A, Top City 1",6.0,6.0,10 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_10_marla_corner_double_unit_brand_new_house_for_sale-53069864-9231-1.html
1636,66,10 Marla Brand New House For Sale Top City 1 Islamabad D Block 5 Bedroom Attach Bathroom 2 Kitchen 2 Tv Launce 1 Drawing Room With Servant Quarter Designer And Luxury Double Unit House For Sale,PKR 4.2 Crore,"Top City 1, Islamabad",5.0,6.0,10 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_brand_new_house_for_sale_top_city_1_islamabad_d_block_5_bedroom_attach_bathroom_2_kitchen_2_tv_launce_1_drawing_room_with_servant_quarter_designer_and_luxury_double_unit_house_for_sale-53087914-1383-1.html
1637,66,G11/3 The Arch 3 Bed Apartment For Sale,PKR 4.5 Crore,"The Arch, G-11/3",3.0,4.0,10 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/g_11_3_the_arch_g11_3_the_arch_3_bed_apartment_for_sale-52848325-12793-1.html
1638,66,Warda Humna Gorgeous On Excellent Location 1650 Square Feet Flat For Sale Available In Warda Hamna Residencia 3,PKR 3.25 Crore,"Warda Hamna Residencia 3, G-11/3",2.0,2.0,7.3 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/g_11_3_warda_hamna_residencia_3_warda_humna_gorgeous_on_excellent_location_1650_square_feet_flat_for_sale_available_in_warda_hamna_residencia_3-51077627-11863-1.html
1639,66,"On Excellent Location In D-12/2 Of Islamabad, A 8 Marla House Is Available",PKR 8.75 Crore,"D-12/2, D-12",4.0,5.0,8 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/d_12_d-12_2_on_excellent_location_in_d-12_2_of_islamabad_a_8_marla_house_is_available-50543959-3155-1.html
1640,66,F11 Executive Heights 2 Bed Apartment For Sale,PKR 3.25 Crore,"Executive Heights, F-11",2.0,2.0,6.4 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/f_11_executive_heights_f11_executive_heights_2_bed_apartment_for_sale-50359027-10658-1.html
1641,66,Investor Deal 1 Bed Apartment On 3rd Floor In Zarkon Heights Prime Investment Tower F Possession Soon Terrace Units Available,PKR 1.08 Crore,"Zarkon Heights, G-15",1.0,1.0,2.5 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/g_15_zarkon_heights_investor_deal_1_bed_apartment_on_3rd_floor_in_zarkon_heights_prime_investment_tower_f_possession_soon_terrace_units_available-52840376-10169-1.html
1642,66,Apartment Available For Sale,PKR 1.1 Crore,"El Cielo, GT Road",2.0,2.0,4.2 Marla,,Added: 1 day ago,https://www.zameen.com/Property/gt_road_el_cielo_apartment_available_for_sale-52979550-10358-1.html
1643,66,One Bedroom Flat Available For Sale On Investor Rate In Dha Phase 2 Islamabad,PKR 85 Lakh,"Defence Executive Apartments, DHA Defence Phase 2",1.0,1.0,3.5 Marla,,Added: 1 day ago,https://www.zameen.com/Property/dha_defence_phase_2_defence_executive_apartments_one_bedroom_flat_available_for_sale_on_investor_rate_in_dha_phase_2_islamabad-52982655-9615-1.html
1644,66,7 Marla Prime Location Designer House For Sale,PKR 9.75 Crore,"D-12/4, D-12",5.0,6.0,7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/d_12_d-12_4_7_marla_prime_location_designer_house_for_sale-53206468-3157-1.html
1645,66,5 Marla House For Sale in Sector N Bahria Enclave Islamabad,PKR 2.4 Crore,"Bahria Enclave - Sector N, Bahria Enclave",3.0,5.0,5 Marla,,Added: 1 day ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_5_marla_house_for_sale_in_sector_n_bahria_enclave_islamabad-53352231-11975-1.html
1646,66,5 MARLA HOUSE LUXURY UNFURNISHED AVAILABLE FOR SALE IN GULBERG GREENS ISLAMABAD,PKR 2.84 Crore,"Gulberg Residencia - Block C, Gulberg Residencia",4.0,4.0,5 Marla,,Added: 1 day ago,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_c_5_marla_house_luxury_unfurnished_available_for_sale_in_gulberg_greens_islamabad-53352207-9114-1.html
1647,66,"Ten Marla Front Open, Three Side Corner DOUBLE UNIT Triple Storey House At A Very Attractive Price",PKR 6.4 Crore,"DHA Defence Phase 2, DHA Defence",6.0,7.0,10 Marla,,Added: 1 day ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_ten_marla_front_open_three_side_corner_double_unit_triple_storey_house_at_a_very_attractive_price-53027428-339-1.html
1648,66,3 Bed Flat Available For Sale,PKR 65 Lakh,"Soan Garden, Islamabad",2.0,2.0,3.6 Marla,,Added: 1 day ago,https://www.zameen.com/Property/islamabad_soan_garden_3_bed_flat_available_for_sale-53312163-338-1.html
1649,66,8 Marla House For Sale,PKR 1.33 Crore,"Lilly Sector - Block A, DHA Valley - Lilly Sector",3.0,4.0,8 Marla,,Added: 1 day ago,https://www.zameen.com/Property/dha_valley_lilly_sector_lilly_sector_-_block_a_8_marla_house_for_sale-51495155-16475-1.html
1650,67,F-8 Margalla Facing Prime Location Old House Available For Sale .,PKR 23 Crore,"F-8, Islamabad",4.0,5.0,1 Kanal,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_f-8_f-8_margalla_facing_prime_location_old_house_available_for_sale-53287210-166-1.html
1651,67,"F-8/4,666 Square Yards Corner Double Story House Investor Price",PKR 27.25 Crore,"F-8, Islamabad",5.0,5.0,1.3 Kanal,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_f-8_f-8_4_666_square_yards_corner_double_story_house_investor_price-53285137-166-1.html
1652,67,House For Sale Razi Road,PKR 2.3 Crore,"Gulshan-e-Sehat 1 - Block D, Gulshan-e-Sehat 1",6.0,6.0,7 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/gulshan_e_sehat_1_gulshan-e-sehat_1_-_block_d_house_for_sale_razi_road-53254784-3262-1.html
1653,67,A Beautiful Design House Available For Sale In Top City Islamabad,PKR 4.55 Crore,"Top City 1, Islamabad",6.0,6.0,10 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_top_city_1_a_beautiful_design_house_available_for_sale_in_top_city_islamabad-53287026-1383-1.html
1654,67,Top City Islamabad 1 Bed Apartment For Sale,PKR 73 Lakh,"Top City 1, Islamabad",1.0,1.0,2.7 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_top_city_1_top_city_islamabad_1_bed_apartment_for_sale-53232550-1383-1.html
1655,67,Unfurnished Designer Beautiful 10 marla house for sale,PKR 4.8 Crore,"Bahria Enclave, Bahria Town",5.0,6.0,10 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/bahria_town_bahria_enclave_unfurnished_designer_beautiful_10_marla_house_for_sale-53257331-1705-1.html
1656,67,Guberg Residencia Elanza Mall 1 Bed Corner Apartment For Sale,PKR 80 Lakh,"Gulberg Residencia, Gulberg",1.0,1.0,3.4 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/gulberg_gulberg_residencia_guberg_residencia_elanza_mall_1_bed_corner_apartment_for_sale-53286202-8319-1.html
1657,67,G-11/3 Brand New Flat Available For Sale,PKR 2.9 Crore,"G-11/3, G-11",2.0,2.0,6.5 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/g_11_g-11_3_g-11_3_brand_new_flat_available_for_sale-53286125-3332-1.html
1658,67,"7 Marla Double-Storey House for Sale at Imran Khan Chowk, Banigala Prime Location & Excellent Finishing",PKR 3.5 Crore,"Bani Gala, Islamabad",6.0,6.0,7 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_bani_gala_7_marla_double-storey_house_for_sale_at_imran_khan_chowk_banigala_prime_location_excellent_finishing-53285663-340-1.html
1659,67,Prime Location,PKR 77 Lakh,"Top City 1 - Block A, Top City 1",1.0,1.0,2.4 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_prime_location-53103936-9231-1.html
1660,67,Faisal Town phase one 8 Marla Brand New House For Sale Available visit Anytime,PKR 3.8 Crore,"Top City 1, Islamabad",5.0,6.0,8 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/islamabad_top_city_1_faisal_town_phase_one_8_marla_brand_new_house_for_sale_available_visit_anytime-53091256-1383-1.html
1661,67,1 kanal House For Sale Topcity1 Islamabad 7 Badroom Attach bathroom 2 kitchen 2 Tv launce 1 Drawaing room with sarvan quarter,PKR 8 Crore,"Top City 1, Islamabad",7.0,6.0,1 Kanal,hot,Added: 2 days ago,https://www.zameen.com/Property/islamabad_top_city_1_1_kanal_house_for_sale_topcity1_islamabad_7_badroom_attach_bathroom_2_kitchen_2_tv_launce_1_drawaing_room_with_sarvan_quarter-53091311-1383-1.html
1662,67,F-11 Renovated 2Bed Fully Furnished Apartment Available For Sale,PKR 2.75 Crore,"F-11 Markaz, F-11",2.0,2.0,7.1 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/f_11_f-11_markaz_f-11_renovated_2bed_fully_furnished_apartment_available_for_sale-52526146-3286-1.html
1663,67,Dha Defense Phase 2 Islamabad 1 Kanal Single Unit House Available For Sale,PKR 13.9 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,hot,Added: 2 days ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_defense_phase_2_islamabad_1_kanal_single_unit_house_available_for_sale-52021826-339-1.html
1664,67,Dha Defense Phase 2 Ialamabad1 Kanal Slightly Used Non Furnished House For Sale,PKR 10.6 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,hot,Added: 2 days ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_defense_phase_2_ialamabad1_kanal_slightly_used_non_furnished_house_for_sale-52023651-339-1.html
1665,67,Silver Oaks F-10 Studio Fully Furnished Apartment Available For Sale Beautiful Location,PKR 2.5 Crore,"Silver Oaks Apartments, F-10",1.0,1.0,1.8 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/f_10_silver_oaks_apartments_silver_oaks_f-10_studio_fully_furnished_apartment_available_for_sale_beautiful_location-53278230-11308-1.html
1666,67,Silver Oaks F-10 3 bedroom Compact Apartment Available for Sale beautiful location,PKR 6 Crore,"Silver Oaks Apartments, F-10",3.0,3.0,7.8 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/f_10_silver_oaks_apartments_silver_oaks_f-10_3_bedroom_compact_apartment_available_for_sale_beautiful_location-52966761-11308-1.html
1667,67,Sector N 12 Marla Corner Grey Structure Excellent Construction Quality Sun Facing Available for Sale,PKR 3.1 Crore,"Bahria Enclave - Sector N, Bahria Enclave",5.0,7.0,8 Marla,,Added: 1 day ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_sector_n_12_marla_corner_grey_structure_excellent_construction_quality_sun_facing_available_for_sale-53352142-11975-1.html
1668,67,8 Marla Home For Sale,PKR 1.45 Crore,"Oleander Sector - DHA Homes Block A, DHA Valley - Oleander Sector",3.0,3.0,8 Marla,,Added: 1 day ago,https://www.zameen.com/Property/dha_valley_oleander_sector_oleander_sector_-_dha_homes_block_a_8_marla_home_for_sale-52255136-16792-1.html
1669,67,8 Marla Corner House For Sale,PKR 3.75 Crore,"Korang Town, Islamabad",6.0,6.0,9 Marla,,Added: 1 day ago,https://www.zameen.com/Property/islamabad_korang_town_8_marla_corner_house_for_sale-53022071-445-1.html
1670,67,DHA HOME 5 MARLA,PKR 65 Lakh,"DHA Homes, DHA Valley",2.0,2.0,5 Marla,,Added: 1 day ago,https://www.zameen.com/Property/dha_valley_dha_homes_dha_home_5_marla-53289739-3226-1.html
1671,67,F-7 House For Sale,PKR 42.5 Crore,"F-7, Islamabad",4.0,,2.1 Kanal,,Added: 1 day ago,https://www.zameen.com/Property/islamabad_f-7_f-7_house_for_sale-49993873-165-1.html
1672,67,F-8 Brand New House for sale,PKR 65 Crore,"F-8, Islamabad",6.0,,1.8 Kanal,,Added: 1 day ago,https://www.zameen.com/Property/islamabad_f-8_f-8_brand_new_house_for_sale-50113490-166-1.html
1673,67,House For Sale In F8,PKR 41 Crore,"F-8, Islamabad",10.0,,1.8 Kanal,,Added: 1 day ago,https://www.zameen.com/Property/islamabad_f-8_house_for_sale_in_f8-52579413-166-1.html
1674,67,E7 HOUSE FOR SALE TEMP PIC,PKR 75 Crore,"E-7, Islamabad",5.0,,1.9 Kanal,,Added: 1 day ago,https://www.zameen.com/Property/islamabad_e-7_e7_house_for_sale_temp_pic-52707548-343-1.html
1675,68,"Two Bedrooms Gully Furnished Apartment Available For Sale In The Mall Of Islamabad , Main Blue Area",PKR 7.5 Crore,"Mall of Islamabad, Blue Area",2.0,2.0,7.1 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/blue_area_mall_of_islamabad_two_bedrooms_gully_furnished_apartment_available_for_sale_in_the_mall_of_islamabad_main_blue_area-53213876-17132-1.html
1676,68,"Beautiful 7 Marla New House Available For Sale In G-10 At Big Street, 5 Bedrooms 7 Bathroom, 2 Kitchen, 2 Drawing, Proper Double Unit House, Solid Wood Doors Al Noor Super Gloss Wardrobes, At Beautiful Location And Resealable Price, Near To Markaz.",PKR 7.25 Crore,"G-10, Islamabad",5.0,7.0,7 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_g-10_beautiful_7_marla_new_house_available_for_sale_in_g-10_at_big_street_5_bedrooms_7_bathroom_2_kitchen_2_drawing_proper_double_unit_house_solid_wood_doors_al_noor_super_gloss_wardrobes_at_beautiful_location_and_resealable_price_near_to_markaz-53211452-167-1.html
1677,68,10 Marla House For sale In MPCHS - Block E Islamabad In Only Rs. 39000000,PKR 3.9 Crore,"MPCHS - Block E, MPCHS - Multi Gardens",4.0,6.0,10 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_10_marla_house_for_sale_in_mpchs_-_block_e_islamabad_in_only_rs_39000000-53227693-3120-1.html
1678,68,New House For Sale,PKR 4.25 Crore,"I-14, Islamabad",5.0,6.0,7 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_i-14_new_house_for_sale-53281637-1045-1.html
1679,68,8 Marla Beautiful House Available For Sale,PKR 3.9 Crore,"Faisal Town - F-18, Islamabad",5.0,6.0,8 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_8_marla_beautiful_house_available_for_sale-53268665-8260-1.html
1680,68,A 10 Marla Brand New Designer House Available For Sale,PKR 9.45 Crore,"G-13/3, G-13",6.0,7.0,10 Marla,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/g_13_g-13_3_a_10_marla_brand_new_designer_house_available_for_sale-53230595-3339-1.html
1681,68,Triple Storey House For Sale In Bani Gala Near Beacon House Islamabad,PKR 5.25 Crore,"Bani Gala, Islamabad",7.0,7.0,15 Marla,super hot,Added: 3 weeks ago,https://www.zameen.com/Property/islamabad_bani_gala_triple_storey_house_for_sale_in_bani_gala_near_beacon_house_islamabad-53228774-340-1.html
1682,68,Apartment Is Available For Sale In River Hills 5,PKR 2.18 Crore,"River Hills 5, DHA Defence Phase 1",,,6.2 Marla,super hot,Added: 1 week ago,
1683,68,Apartment Is Available For Sale In River Hills 5,PKR 2.01 Crore,"River Hills 5, DHA Defence Phase 1",2.0,2.0,5.8 Marla,super hot,Added: 1 week ago,
1684,68,1 Kanal Corner House Available For Sale In CDA Sector D-12 Islamabad,PKR 19 Crore,"D-12/2, D-12",7.0,6.0,1 Kanal,super hot,Added: 2 weeks ago,https://www.zameen.com/Property/d_12_d-12_2_1_kanal_corner_house_available_for_sale_in_cda_sector_d-12_islamabad-53287058-3155-1.html
1685,68,10 Marla Brand New House For Sale Topcity 1 Designer House Double Unit,PKR 4 Crore,"Top City 1 - Block D, Top City 1",5.0,6.0,10 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_d_10_marla_brand_new_house_for_sale_topcity_1_designer_house_double_unit-51583238-9233-1.html
1686,68,House Of 10 Marla In Top City 1 - Block A Is Available,PKR 4.3 Crore,"Top City 1 - Block A, Top City 1",6.0,6.0,10 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_house_of_10_marla_in_top_city_1_-_block_a_is_available-51949060-9231-1.html
1687,68,Sale A House In I-10 Prime Location,PKR 6.25 Crore,"I-10, Islamabad",7.0,7.0,6 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/islamabad_i-10_sale_a_house_in_i-10_prime_location-51725556-173-1.html
1688,68,House For Sale,PKR 3.6 Crore,"I-10, Islamabad",4.0,4.0,4 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/islamabad_i-10_house_for_sale-53097016-173-1.html
1689,68,House for sale,PKR 3.6 Crore,"I-10, Islamabad",5.0,4.0,4 Marla,hot,Added: 2 days ago,https://www.zameen.com/Property/islamabad_i-10_house_for_sale-53288238-173-1.html
1690,68,Why Pay $1 Million For A Small Flat Abroad When You Can Own A 5-Kanal Royal Estate In The Heart Of Islamabad,PKR 35 Crore,"Gulberg Greens - Block A, Gulberg Greens",8.0,7.0,5 Kanal,hot,Added: 2 days ago,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_a_why_pay_1_million_for_a_small_flat_abroad_when_you_can_own_a_5-kanal_royal_estate_in_the_heart_of_islamabad-53142093-8313-1.html
1691,68,F-10 Islamabad | 40x120 Old House | Investment Opportunity | Renovate & Live | Dead-End Street | Park Facing,PKR 15.5 Crore,"F-10/1, F-10",6.0,7.0,1 Kanal,hot,Added: 2 days ago,https://www.zameen.com/Property/f_10_f-10_1_f-10_islamabad_40x120_old_house_investment_opportunity_renovate_live_dead-end_street_park_facing-53147265-3276-1.html
1692,68,F-7/2 House For Sale Prime Location,PKR 41 Crore,"F-7, Islamabad",4.0,6.0,2.1 Kanal,,Added: 1 day ago,https://www.zameen.com/Property/islamabad_f-7_f-7_2_house_for_sale_prime_location-45505510-165-1.html
1693,68,5 Marla DHA Homes LilyA,PKR 66 Lakh,"Lilly Sector - Block A, DHA Valley - Lilly Sector",2.0,2.0,5 Marla,,Added: 1 day ago,https://www.zameen.com/Property/dha_valley_lilly_sector_lilly_sector_-_block_a_5_marla_dha_homes_lilya-53287706-16475-1.html
1694,68,"2 Bed Luxury Apartment for Sale in Skypark One, Gulberg Greens Islamabad",PKR 3.25 Crore,"Skypark One, Gulberg Greens",2.0,3.0,7.6 Marla,,Added: 1 day ago,https://www.zameen.com/Property/gulberg_greens_skypark_one_2_bed_luxury_apartment_for_sale_in_skypark_one_gulberg_greens_islamabad-52838010-15266-1.html
1695,68,One Kanal Furnished Brand New Home For Sale In Dha II Islamabad At Prime Location,PKR 10.5 Crore,"DHA Defence Phase 2, DHA Defence",6.0,,1 Kanal,,Added: 1 day ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_kanal_furnished_brand_new_home_for_sale_in_dha_ii_islamabad_at_prime_location-52728333-339-1.html
1696,68,Spacious One Kanal House For Sale DHA Phase 2 Islamabad,PKR 13.75 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,,Added: 1 day ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_spacious_one_kanal_house_for_sale_dha_phase_2_islamabad-53088008-339-1.html
1697,68,"1 Kanal Modern House For Sale DHA Phase 2, Islamabad",PKR 11.75 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,,Added: 1 day ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_modern_house_for_sale_dha_phase_2_islamabad-53183761-339-1.html
1698,68,"1 Kanal Modern House For Sale DHA Phase 2, Islamabad",PKR 13.3 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,,Added: 1 day ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_modern_house_for_sale_dha_phase_2_islamabad-53196270-339-1.html
