Scraped_URL,Type,Price,Bath(s),Area,Purpose,Bedroom(s),Added,Location,Description,Amenities: Main Features,Amenities: Business and Communication,Amenities: Community Features,Amenities: Nearby Locations and Other Facilities,Amenities: Other Facilities,Amenities: Rooms,Amenities: Healthcare Recreational,Initial Amount,Monthly Installment,Remaining Installments
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_ideal_location_8_marla_5_bedrooms_brand_new_boulevard_house_for_sale_in_bahria_enclave_islamabad_sector_b1-53115373-11972-1.html,House,PKR4.5 Crore,5,8 Marla,For Sale,5,1 day ago,"Bahria Town, Islamabad, Islamabad Capital",Luxury interior& excellent elevation 8 marla 5 bedrooms Brand New House For Sale In Bahria Enclave Islamabad Sector B1 Newly constructed at a very peaceful location excellent wood work quality fitting and stylish two kitchens Near to Masjid Park school hospital commercial market Best area for living Beautiful terrace view this house Features 5 spacious bedrooms 5 Luxury bathrooms tv lounges drawing dining 1 servant room with attached bathroom entrance lobby with stairs parking space almost 2 cars for more information and visit contact us,"Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_b-17_beautiful_brand_new_house_for_sale-53285462-616-1.html,House,PKR2.45 Crore,5,5 Marla,For Sale,5,4 weeks ago,"B-17, Islamabad, Islamabad Capital",Beautiful Brand New House For Sale In B-17 Islamabad You Can Visit Anytime For Pictorial View Please Open The Link.,"Built in year: 2023, Parking Spaces: 1, Flooring, Electricity Backup, Floors: 2, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Powder Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_outstanding_location_10_marla_5_bedrooms_brand_new_house_for_sale_in_bahria_enclave_islamabad_sector_c1-52911847-11987-1.html,House,PKR5.9 Crore,5,10 Marla,For Sale,5,1 day ago,"Bahria Town, Islamabad, Islamabad Capital",Luxury interior&excellent elevation 10 Marla 5bedrooms Brand New House For Sale In Bahria Enclave Islamabad Sector C1 Newly constructed at a very peaceful location excellent wood work quality fitting and stylish two kitchens Near to Masjid Park school hospital commercial market Best area for living Beautiful terrace view this house features 2 independent portions also (suitable for renting out) spacious 5bedrooms 5 Luxury bathrooms tv lounges drawing dining 1 servant room with attached bathroom entrance lobby with stairs parking space almost 3 cars For More information And Visit Contact Us Euro Homes Real Estate&Builders,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service","Maintenance Staff, Security Staff","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Powder Room, Store Rooms: 1, Lounge or Sitting Room",Lawn or Garden,,,
https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_a_luxury_1_kanal_designer_moder_n_architecture_house_in_b-17_mpchs_islamabad-53355684-3116-1.html,House,PKR9.4 Crore,7,1 Kanal,For Sale,6,5 days ago,"B-17, Islamabad, Islamabad Capital","Luxury 1 Kanal Designer House in B-17, MPCHS Islamabad Modern Architecture | 5 Bedrooms | 2 Kitchens | Rooftop Access Presenting a stunning 1 Kanal Modern Designer House at 125, Ejaz Ahmed Khan Avenue, B-17 MPCHS Islamabad. This beautifully designed home offers elegance, comfort, and premium living with modern architecture and luxury finishing. Ground Floor Features: 2 Spacious Bedrooms with Attached Bathrooms Modern Kitchen + Dirty Kitchen (auxiliary) Stylish Drawing Room & Dining Room Elegant Living Room Car Porch with Parking Space Small Lawn / Green Area First Floor Features: 3 Spacious Bedrooms with Attached Bathrooms Modern Kitchen Setup Family Living Area / Lounge Beautiful Terrace with Open Views Rooftop / Mumty Features: Mumty Room (storage / multipurpose use) Open Roof Terrace with Scenic Views Location: B-17, MPCHS Islamabad Premium Luxury Finishing & Modern Architecture Perfect choice for families looking for style, comfort, and a prime location in the heart of Islamabad.","Built in year: 2015, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/kashmir_highway_eighteen_10_marla_semi_furnished_house-53348187-12602-1.html,House,PKR4 Crore,-,10 Marla,For Sale,-,1 month ago,"Kashmir Highway, Islamabad, Islamabad Capital","This is 10 Marla semi furnished house with extra land golf club facing In C-cluster Will be deliver in late 2026 i am direct owner of this unit purchased from Eighteen by Ora,till today i've paid 368,00000 out of 486,00000 remaining instalments are left which can directly have to pay to eighteen in new schedule could be possible by the companyNew bookings doesn't have semi furnished house options and extra land and prices are very high,my demand is very reasonable so don't bother me for negotiationsi am asking 4 crores which i ve paid 368. This booking is on my name from starting!!",,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants",Security Staff,,,,,
https://www.zameen.com/Property/f_11_markaz_al-safa_heights_safa_heights_3_bed_apartment_for_sale-53345557-12044-1.html,Flat,PKR4.5 Crore,3,12.2 Marla,For Sale,3,1 week ago,"F-11, Islamabad, Islamabad Capital",Safa Heights 3 Bed Apartment for Sale Spacious 3-bedroom apartment available in Safa Heights. Features include: 3 Bedrooms with attached bathrooms Drawing & Dining Room TV Lounge Modern Kitchen Servant Quarter Underground Parking Located on the 1st Floor Family-oriented building Reasonably priced ideal for comfortable family living.,"Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building",,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places",Security Staff,"Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room",,,,
https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_b_mpchs_multi_gardens_b-17_islamabad_14_marla_brand_new_house_available_for_b_block_b-17_24_7_boring_water_electric_meter_available_near_market_masjid_school_park_everything_available_on_walking_distance_near_gate_1-53157889-3117-1.html,House,PKR5.55 Crore,-,14 Marla,For Sale,6,2 weeks ago,"B-17, Islamabad, Islamabad Capital",Mpchs Multi gardens b-17 Islamabad 14 marla brand new luxury house available for b block b-17 6 bed rooms 7 wash rooms 2 kitchens drowning rooms Tv luch Sarqat room +wash rooms 3 to 4 car parking solid wook work A++ construction laundry area 24/ 7 boring water electric meter available near market masjid school family park everything available on walking distance prime location close to gate 1 close main GT road N5,"Built in year: 2020, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms, Bathrooms, Servant Quarters, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi",,,
https://www.zameen.com/Property/dha_valley_oleander_sector_oleander_sector_-_dha_homes_block_a_8_marla_brand_new_general_category_double_storey_home_available_for_sale-53238893-16792-1.html,House,PKR1.35 Crore,3,8 Marla,For Sale,3,4 weeks ago,"DHA Defence, Islamabad, Islamabad Capital",8 Marla Brand New General Category Double Story Home Available For Sale More Options Available,"Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Waste Disposal, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities","Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Store Rooms: 1, Lounge or Sitting Room, Laundry Room","Lawn or Garden, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_5_marla_designer_villa_for_sale-53320111-8260-1.html,House,PKR2.7 Crore,4,5 Marla,For Sale,4,4 days ago,"Faisal Town - F-18, Islamabad, Islamabad Capital",5 marla designer villa for sale Block C Faisal Town 4 beds with attach bath 2 kitchens 2 drawing 2 tv lounges 1 car porch Store at mumty Roof top sitting area A plus grey structure Modern Architecture,"Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 4, Servant Quarters, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_g-13_1_kanal_brand_new_luxury_designer_house_for_sale_in_g13_islamabad-53247434-330-1.html,House,PKR17 Crore,7,1 Kanal,For Sale,7,1 month ago,"G-13, Islamabad, Islamabad Capital","**1 Kanal Brand New Luxury House for Sale in G-13 FGEHA, Islamabad (CDA Sector)** Discover your dream home in one of Islamabads most prime and secure locations **G-13 FGEHA (CDA Sector)**. This **brand new 1 Kanal luxury house** is a perfect blend of elegance, comfort, and modern architecture. **Property Features:** * **Size:** 1 Kanal (CDA approved) * **Location:** G-13 FGEHA, Islamabad * **Status:** Brand New Ready to move * **Construction:** Solid & High-Quality Materials * **Design:** Modern front elevation with elegant interior dcor **Accommodation Includes:** * 7 Spacious Bedrooms with Attached Bathrooms * 2 Stylish Kitchens (Imported fittings) * 2 Drawing/Dining Rooms * 2 Lavish TV Lounges * Servant Quarter with Bath * Store Room & Laundry Area * Wide Car Parking Space (23 cars) **Additional Features:** * Modern Ceiling Designs & Lighting * Solid Wood Doors & Imported Tiles * Beautiful Lawn & Terrace View * CCTV Security System Installed * CDA Approved Area (Safe & Developed Neighborhood) * Near to Main Road, Park, Mosque & Commercial Market **Ideal for:** Families seeking a peaceful, modern, and prestigious lifestyle in Islamabads top CDA sector. Would you like me to make this description **shorter for a property ad post** (like for Facebook or Zameen. com), or keep it **detailed for brochure or website listing**?","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Flooring, Furnished",Broadband Internet Access,"Community Lawn or Garden, First Aid or Medical Centre, Kids Play Area, Barbeque Area, Mosque","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places",,"Bedrooms: 7, Bathrooms: 7, Servant Quarters, Drawing Room, Dining Room, Kitchens: 2, Powder Room, Lounge or Sitting Room, Laundry Room",Lawn or Garden,,,
https://www.zameen.com/Property/f_7_f-7_3_f-7_3_house_for_sale-53260426-3309-1.html,House,PKR70 Crore,5,2.5 Kanal,For Sale,5,1 month ago,"F-7, Islamabad, Islamabad Capital",Demand : 72 cr size 1244 sq yard 80/140 f-7/3 liveable house excellent location Cda transfer,"Built in year: 2025, Parking Spaces: 06, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Floors: 03, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled","Bedrooms: 07, Bathrooms: 08, Servant Quarters: 03, Drawing Room, Dining Room, Kitchens: 02, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 03, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Sauna, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_ghauri_town_affordable_flat_for_sale_in_ghauri_town-52339835-1314-1.html,Flat,PKR70 Lakh,1,2 Marla,For Sale,1,3 weeks ago,"Ghauri Town, Islamabad, Islamabad Capital",Furnished Apartment is available for sale on main expressway Islamabad 1 bed 1 bath Lounge Kitchen Car parking Lift installed 24/7 Security Ghauri town phase 5 On main expressway Islamabad Land mark height Near to koral chowk Solar system installed Contact us for more information and direct deal.,"Built in year: 2010, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building, Elevators, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Not Allowed, Other Facilities","Bedrooms: 1, Bathrooms: 1, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/i_8_i-8_3_want_to_buy_a_prime_location_house_in_islamabad-51436286-3443-1.html,House,PKR14 Crore,6,14 Marla,For Sale,6,3 weeks ago,"I-8, Islamabad, Islamabad Capital","Double storey house is available for sale in prime location of Islamabad i-8/3 6 bedrooms 6 Bathrooms Drawing Dining 2 Kitchen Store room Servant room Car parking CDA TRANSFER Near to kachnar Park and sangam market Best Option For Living Peaceful environment Near to Markaz,school, masjid, park More options also available Get in touch with us today for more information and direct deal.","Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 6, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",Other Healthcare and Recreation Facilities,,,
https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_f_dha_ground_floor_apartment_hall_for_sale_with_servant-50928679-8226-1.html,Flat,PKR2.05 Crore,3,6.8 Marla,For Sale,2,1 week ago,"DHA Defence, Islamabad, Islamabad Capital","- BEST for Office and residence - Steady Income for long term - DHA Allotment and Transfer -Two Side Open. Corner Flat -Easy Access -Rented @ 100,000/- Month - Newly renovated !","Built in year: 2023, Parking Spaces: 3, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building: 7, Elevators, Service Elevators in Building, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",Sauna,,,
https://www.zameen.com/Property/islamabad_h-13_h13_capital_home_4_75_marla_1_5_story_house_sale-53351706-1039-1.html,House,PKR1.35 Crore,3,4.8 Marla,For Sale,3,2 weeks ago,"H-13, Islamabad, Islamabad Capital",H13 Capital Home 4.75 Marla House Available Sale 3bed Attach Bath D/D Tvl Kitchen Electricity Meter Near Kashmir Highway Near Sachool Musjad Good Location,"Built in year, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 4, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_d-12_looking_for_a_house_in_d-12-53348503-160-1.html,House,PKR11 Crore,6,10.9 Marla,For Sale,6,3 weeks ago,"D-12, Islamabad, Islamabad Capital","The House for sale is a great deal considering it comes with many facilities. Start exploring property options today in the bustling city of D-12 that provides modern facilities and infrastructure. Your own House in a thriving location is the best future investment you can make. A location like the one of D-12 will reap great benefits in the longer run. A price of PKR Rs. 110000000 is a reasonable demand for a property this spacious. We have the best deal on offer for 2450 Square Feet House you can purchase at current market situation. What more we can say about it is given below. Having a community swimming pool is an amenity that everyone can enjoy. Relax in the steam room, at the comfort of your House. Now you can throw barbeque parties with ease with a dedicated barbeque area that comes with the House. Prayers can be offered in the spacious prayer room that is part of the House. A powder room is a great addition especially if you frequently entertain guests. Your kids can play to their heart's content in the play area adjoining the property. Thanks to central air conditioning, the temperature in the House is always maintained. For booking and details, give us a call today.","Built in year: 2020, Parking Spaces: 8, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_c_best_loction_block_c_house_for_sale-53257210-3198-1.html,House,PKR11.5 Crore,7,1 Kanal,For Sale,6,2 weeks ago,"DHA Defence, Islamabad, Islamabad Capital",ONE KAMAL full house for sale dha phase 2 sector c for more option available near to school masjid and shoping mall best loaction and resanable price for more detatils contact me,"Built in year, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Waste Disposal, Floors: 2, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities","Bedrooms: 6, Bathrooms: 6, Servant Quarters, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Store Rooms, Other Rooms","Lawn or Garden, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/bahria_town_bahria_enclave_ideal_location_10_marla_5_bedrooms_brand_new_house_for_sale_in_bahria_enclave_islamabad_sector_c1-53137085-1705-1.html,House,PKR4.5 Crore,5,10 Marla,For Sale,5,1 day ago,"Bahria Town, Islamabad, Islamabad Capital",Luxury interior&excellent elevation 10marla 5bedrooms Brand New House For Sale In Bahria Enclave Islamabad Sector C1 Newly constructed at a very peaceful location this house Features excellent wood work quality fitting and stylish two kitchens Near to Masjid Park school hospital commercial market Best area for living 2 independent portions also suitable for renting out spacious 5bedrooms 5 Luxury bathrooms tv lounges Beautiful terrace view drawing dining 1 servant room with attached bathroom entrance lobby with stairs parking space almost 3 cars for more details please contact us Euro Homes Real Estate&Builders,"Built in year: 2021, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Floors: 2","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service","Maintenance Staff, Security Staff, Facilities for Disabled","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi",,,
https://www.zameen.com/Property/bahria_town_bahria_enclave_prime_location_9marla_5bedrooms_brand_new_house_for_sale_in_bahria_enclave_islamabad-53211974-1705-1.html,House,PKR4.15 Crore,5,9 Marla,For Sale,5,1 day ago,"Bahria Town, Islamabad, Islamabad Capital",Luxury interior&excellent elevation 9marla 5bedrooms Brand New House For Sale In Bahria Enclave Islamabad Sector C3 Newly constructed at a very peaceful location excellent wood work quality fitting and stylish two kitchens Near to Masjid Park school hospital commercial market Best area for living this House Features 5 spacious bedrooms 5 Luxury bathrooms tv lounges drawing Dining 1 servant room with attached bathroom entrance lobby with stairs parking space almost 2 cars For more information and visit contact us Muhammad Sohail Euro Homes Real Estate&Builders View Contact Detail,,"Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms)","Maintenance Staff, Security Staff","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Powder Room, Store Rooms: 1, Lounge or Sitting Room",Lawn or Garden,,,
