Scraped_URL,Type,Price,Bath(s),Area,Purpose,Bedroom(s),Added,Location,Description,Amenities: Main Features,Amenities: Business and Communication,Amenities: Community Features,Amenities: Nearby Locations and Other Facilities,Amenities: Other Facilities,Amenities: Rooms,Amenities: Healthcare Recreational,Initial Amount,Monthly Installment,Remaining Installments
https://www.zameen.com/Property/d_12_d-12_4_10_marla_prime_location_fully_furnished_house_for_sale-53135850-3157-1.html,House,PKR13 Crore,6,10 Marla,For Sale,6,2 days ago,"D-12, Islamabad, Islamabad Capital","Location: D-12/4, Prime Location Plot Size: 10 Marla House Type: Single Unit Bedrooms: 6 Spacious Bedrooms Bathrooms: Attached Baths with Modern Fittings Kitchen: Stylish and Fully Equipped Drawing & Dining Room TV Lounge Car Parking Space Beautiful Front Elevation Solid Construction with Quality Finishes Ideal for Family Living","Built in year: 2024, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 6, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c1_brand_new_5_marla_house_for_sale_in_b_-17_block_c-1_near_to_family_park-52138833-12607-1.html,House,PKR2.5 Crore,4,5 Marla,For Sale,3,4 days ago,"B-17, Islamabad, Islamabad Capital",5 Marla Brand New House Located At Block C-1 Multi Garden Islamabad Gas Available Geyser Installed With All Basic Amenities Full White Tiles Near To Family Park For Videos And Pictures Plz WhatsApp Direct Owner Deal Near To Mosque Near To Market,"Built in year: 2024, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi",,,
https://www.zameen.com/Property/gt_road_el_cielo_apartment_for_sale_el-cielo_tower_b_dha_phase-52725623-10358-1.html,Flat,PKR1.4 Crore,3,6.3 Marla,For Sale,3,4 weeks ago,"GT Road, Islamabad, Islamabad Capital","Accommodation Details: Size: 1414 Sq. Ft 3 Bedrooms with Attached Baths TV Lounge & Sitting Area Separate Kitchen Store Room Spacious Balcony Features & Location Highlights: Located in El-Cielo Tower B, Defence Residency 24/7 Security, Electricity, Water Supply & Lifts Under-roof Car Parking Peaceful Family Environment Nearby Landmarks: Walking Distance to Giga Mall and G. T. Road Close to Mosque, Commercial Areas, Schools, and Parks","Built in year: 2022, Parking Spaces: 3, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 3, Floors in Building: 10, Elevators: 2, Service Elevators in Building, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Pets Allowed, Other Facilities","Bedrooms: 3, Bathrooms: 3, Servant Quarters, Drawing Room, Dining Room, Kitchens: 1, Prayer Room, Powder Room, Gym, Store Rooms: 1, Lounge or Sitting Room, Laundry Room, Other Rooms",Other Healthcare and Recreation Facilities,,,
https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_two_bedroom_flat_available_for_sale_in_dha_phase_2_islamabad-52982571-9914-1.html,Flat,PKR78 Lakh,2,3.6 Marla,For Sale,2,6 days ago,"DHA Defence, Islamabad, Islamabad Capital","This is two bedrooms with Attached Bathrooms, TV Lounge, Store room and Kitchen. No Issue Of Electricity, Water And Gas Connections (Cylinder provided by Management). Covered Area 804sqFt. Ready to live and already rented 30P. m All Facilities are available: Lift Elevator Service Available With 24 7 with Electricity Power Backup Security Services 24 7 Gated Community 2 Family Parks Water Filtration Plant On Walking Distance Masjid On Walking Distance Commercial area On Walking Distance Imtiaz Mart Punjab Cash & Carry (20,000 Grocery Items) Carry fort ( Over 30,000 Items ) World Trade Center (Carry fort, National And International Brands, Gloria Jeans, Food Court Etc) APS School, Roots Ivy University Etc For More Information Please Call on","Built in year: 2021, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building, Elevators: 2, Service Elevators in Building, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Facilities for Disabled, Pets Not Allowed, Other Facilities","Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Steam Room, Lounge or Sitting Room, Laundry Room","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_2_bed_corner_apartment_for_sale_defence_residency_dha_phase_2_block-14-52930631-9914-1.html,Flat,PKR1.1 Crore,2,5.1 Marla,For Sale,2,2 days ago,"DHA Defence, Islamabad, Islamabad Capital","A well-maintained 2-bedroom corner apartment is available for sale in Block-14, Defence Residency DHA Phase 2. Apartment Details: Size: 1150 Sq. Ft 2 Bedrooms with attached bathrooms Spacious TV lounge and sitting area Modern kitchen 2 terraces for open views and ventilation Building Amenities: 24/7 Security 24/7 Electricity 24/7 Water Supply Under-roof car parking Prime Location Walking Distance to: Mosque Commercial area School Giga Mall Main G. T. Road For more details or to schedule a visit, please feel free to contact.","Built in year: 2020, Parking Spaces: 2, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 5, Floors in Building: 8, Elevators: 2, Service Elevators in Building, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Pets Allowed, Other Facilities","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/margalla_town_margalla_town_phase_1_beautiful_luxurious_house-52722681-9150-1.html,House,PKR6.25 Crore,6,9 Marla,For Sale,6,6 days ago,"Margalla Town, Islamabad, Islamabad Capital","6bed, 6baths, 3kitchens,2tv lounge,Rcc foundations,ok wood doors,,Aluminium windows , 3rcc water tanks,2Car parkings,mumty,competition certificate CDA.","Built in year, Parking Spaces: 2, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floors, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places",,"Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Store Rooms: 1",,,,
https://www.zameen.com/Property/islamabad_naval_anchorage_beautiful_designer_brand_new_house_available_for_sale-53182173-375-1.html,House,PKR8.25 Crore,6,1 Kanal,For Sale,6,4 days ago,"Naval Anchorage, Islamabad, Islamabad Capital",beautiful designer brand new house available for sale,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna",,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_double_unit_6_bedroom_sun_facing_house-53095791-339-1.html,House,PKR12 Crore,7,1 Kanal,For Sale,6,1 day ago,"DHA Defence, Islamabad, Islamabad Capital",Elite Property Exchange offers: Prime Location Walking Distance to Jacaranda Family Club South/Sun Facing house 6 Bedrooms 6 Washrooms 1 powder room Drawing Dining On each floor TV lounge on each floor Kitchen plus greasy kitchen on each floor servant quarters on rooftop 3 Car parkings Interior Lawn and much more,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 6, Bathrooms: 7, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Store Rooms, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/g_9_g-9_3_30_50_cda_transfer_renovated_house_available_in_g-9_3-52901383-3386-1.html,House,PKR6.9 Crore,5,6.7 Marla,For Sale,5,4 weeks ago,"G-9, Islamabad, Islamabad Capital","You can decorate the 1500 Square Feet property you purchase as you like, so what are you waiting for. The House is beautifully designed for a comfortable lifestyle. Islamabad is a popular choice for living due to the abundant opportunities it offers to everyone. Properties in the best locations sell fast, so be quick if you want to own one yourself. This property in G-9/3 brings you what you need. This property at Rs. 69000000 comes with modern features and latest fittings. Find out more details about the property with the following. You can run your business conveniently with high-speed broadband internet access that comes with this commercial centre. Keeping your surroundings clean with proper waste disposal system. During winters, central heating in the House is an essential feature and one which you can get with the property. Your kids can play to their heart's content in the play area adjoining the property. Installation of double-glazed windows helps minimize outside noise. The mosque nearby provides a peaceful place for prayer and contemplation. With central air conditioning you don't have to worry about sweating inside. Hurry up and call us.","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_pakistan_town_5_marla_double_story_house-53355014-1378-1.html,House,PKR2.2 Crore,5,5 Marla,For Sale,4,1 day ago,"Pakistan Town, Islamabad, Islamabad Capital",5 MARLA Double Storey House For Sale In Pakistan Town Phase 2 Gas Pani Available Good Location,,,,,,"Bedrooms: 4, Bathrooms: 5, Drawing Room, Dining Room, Kitchens: 2",,,,
https://www.zameen.com/Property/islamabad_bani_gala_your_search_for_house_in_bani_gala_ends_here-53354999-340-1.html,House,PKR1.5 Crore,4,5 Marla,For Sale,4,4 weeks ago,"Bani Gala, Islamabad, Islamabad Capital","This 5 Marla sized property is definitely a bargain, so please consider signing up for it quickly. Countless options are available in Bani Gala if you're planning to change houses or move there. A price of PKR Rs. 15000000 is an attractive deal for property investment. A well designed House in a posh location is all you need to live your best life. The right property for sale is just a click away, so take action today. Bani Gala has some of the best property deals, so what are you waiting for! Details of the property are mentioned below. A separate study room in the House helps you focus on your studies better. Now you can decorate your sitting room any way you like with the one in this House. This property comes with a separate dining room making it convenient to host dinner parties. The House comes with spacious attached drawing room. You can easily offer your five daily prayers in the prayer room that is part of the House. As a resident, you don't have to worry about waste disposal as that is effectively taken care of. Now you can enjoy part of your day de-stressing in the steam room that comes with the House. You can contact us now to know all about it.","Double Glazed Windows, Waste Disposal",,,,,"Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Steam Room, Lounge or Sitting Room, Laundry Room",,,,
https://www.zameen.com/Property/islamabad_bani_gala_you_can_find_a_gorgeous_house_for_sale_in_bani_gala-53354998-340-1.html,House,PKR1.2 Crore,4,5 Marla,For Sale,4,4 weeks ago,"Bani Gala, Islamabad, Islamabad Capital","The House is beautifully designed for a comfortable lifestyle. The market trends confirm that the quoted price of Rs. 12000000 is quite reasonable. Whatever your preference, we have houses and apartments available for sale. The city of Bani Gala is ideal for the people looking to start a new chapter in their lives. A House in Bani Gala is an opportunity that should not be missed, so make the most out of it while it lasts. Your search for 5 Marla property is now over. Check out listings now. The salient features of this property are given below. Double glazed windows are a stylish addition to the House that comes with several benefits. Not all families need a separate dining parlour but this property has one, in case you like to make mealtimes special. You don't have to worry about waste disposal in your new place. Its already been taken care of. You can wash your laundry in privacy with a dedicated laundry room that comes with the House. You can further enhance the look of the airy drawing room in this House any way you like. A House that comes with a space for study room allows greater room to set a private corner. Relax in the lounge/ sitting room after a long day and spend quality time with your family. You can call or email us for further information.","Built in year, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Waste Disposal, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled","Bedrooms, Bathrooms, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/fazaia_housing_scheme_fazaia_housing_scheme_block_b_1_kanal_60_90_brand_new_in_block_b_double_unit_house_available_for_sale_in_fazaia_housing_scheme_islamabad-53240061-14684-1.html,House,PKR6.3 Crore,-,1.2 Kanal,For Sale,7,1 week ago,"Tarnol, Islamabad, Islamabad Capital",1 Kanal ( 60*90 ) Brand New in Block B Double Unit House Available. For Sale in Fazaia Housing Scheme Islamabad. House Dimensions 60*90. 6 Bedrooms. 8 Baths. 2 TV Lounge with Media Wall. 2 Kitchen. 2 Drawing Room with Bath. 3 Car Parking Space. Fresh and Brand New House. Electricity and Water Bore Available.,,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities",,,,,
https://www.zameen.com/Property/e_11_e-11_2_in_e-11_2_house_for_sale_sized_1_kanal-52821625-3233-1.html,House,PKR16.5 Crore,-,1 Kanal,For Sale,-,2 hours ago,"E-11, Islamabad, Islamabad Capital","House for sale Khalid Bin Waleed road E 11/2 Islamabad 40/90 # 400 s/y 5500 sq/ft covered area like 50/90 brand new house with esthetically design and furnished by Enam Furniture and all fittings and fixtures by S Abdullah 5 bed incoming rent 8 lac noc from cda already done Since you are looking for 1 Kanal sized property, this inventory of ours has got you covered! Countless options are available in Islamabad if you're planning to change houses or move there. For a convenient and community-oriented lifestyle, E-11/2 is perfect. You can pay a fair price of PKR Rs. 165000000 in instalments or as decided with the seller. A solid House is a dream come true for many, and yours can come true today if you take the lead on this offer. It is a perfect bargain so buy this property today. The salient features of this property are given below. 24/7 waste disposal services ensures the society looks and feels clean. In summers, the community swimming pool can be a blessing for the building residents. The House features state-of-the-art amenities for the differently-abled. Enjoy the convenience and comfort of broadband internet access. Sauna aids in blood circulation and weight loss so you can give it a try having quick access to it. On-duty security services ensure the building stays well-protected. There is a community lawn at a walking distance from the House. Call us today to book your House.","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/b_17_faisal_margalla_city_faisl_margalla_city_islamabad_brand_new_house_for_sale-53355975-13424-1.html,House,PKR2.38 Crore,4,5 Marla,For Sale,4,4 hours ago,"B-17, Islamabad, Islamabad Capital",FAISL MARGALLA CITY ISLAMABAD BRAND NEW HOUSE FOR SALE 3 Spacious Bedrooms with Attached Bathrooms Modern Kitchen Stylish Drawing Room Elegant Living Room Car Porch with Parking Space Small Lawn / Green Area,,,,,,,,,,
https://www.zameen.com/Property/bahria_town_bahria_garden_city_a_house_of_12_marla_in_bahria_garden_city-53335629-8120-1.html,House,PKR4.9 Crore,6,12 Marla,For Sale,5,1 month ago,"Bahria Town, Islamabad, Islamabad Capital",Garden city bahria town phase 7 12 Marla House with Basement Hall House Located at the prime location with park face catagary. state of Arts living area. 1km from Main GT road 2 km from Giga Mall DHA phase 2.,,,,,,,,,,
https://www.zameen.com/Property/islamabad_bani_gala_beautiful_4_kanal_farm_house_for_sale-53271835-340-1.html,Farm House,PKR16 Crore,6,4 Kanal,For Sale,5,1 month ago,"Bani Gala, Islamabad, Islamabad Capital",4 kanal farm house 1 kanal constructed area 3 kanal lawn 5 bedrooms Drawing room Tv lounge Kitchen Laundry room Servant room Solar system installed Fully furnished Demand 16 crore,,,,,,,,,,
https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_brand_new_house_for_sale_in_block_a-53311267-8260-1.html,House,PKR3.85 Crore,6,8 Marla,For Sale,6,1 week ago,"Faisal Town - F-18, Islamabad, Islamabad Capital","Brand New House in Block A House Size : 30x60(8marla) Total Bedroom: 4 Drawing: 1 TV lounge: 2 Kitchen: 2 Washroom: 5 Servant quarters on top Near to Block A masjid, school ,park and commercial Call or WhatsApp for more details View Contact Detail",,,,,,,,,,
https://www.zameen.com/Property/dha_valley_oleander_sector_oleander_sector_-_dha_homes_block_a_8_marla_corner_house_for_sale-51458404-16792-1.html,House,PKR1.3 Crore,4,8 Marla,For Sale,3,1 week ago,"DHA Defence, Islamabad, Islamabad Capital",8 Marla Corner And General Homes All Dues Clear All Facilities Electricity Gas Cylinder Maintenance Service Gated Community Security School market dispensary gym marts saloon bakerys Family Environment and secure Investment Fell Free to Contact us,"Built in year: 20223, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/kashmir_highway_eighteen_furnished_3-bed_golf-facing_apartment_for_sale_ground_floor_eighteen_islamabad-52908997-12602-1.html,Flat,PKR6 Crore,4,9.8 Marla,For Sale,3,4 weeks ago,"Kashmir Highway, Islamabad, Islamabad Capital","Live in one of Islamabads most prestigious communities with this ready for possession, fully furnished 3-bedroom ground floor apartment in Eighteen Islamabad. Overlooking the golf course, this 2,207 sq. ft. apartment offers unmatched luxury, peace, and convenience ideal for families and investors alike. Project: Eighteen Islamabad Type: 3-Bed Furnished Apartment Size: 2,207 sq. ft. View: Full Golf Course Facing Floor: Ground Floor Bedrooms: 3 Bathrooms: 4 (Attached) Parking: Reserved Covered Parking Furnishing: Fully Furnished with Premium Interior Status: Ready for Possession Apartment Features: Elegant and spacious design with top-tier furnishings Large windows and private terrace with lush golf views Fully equipped kitchen with built-in appliances Stylish bathrooms with imported fittings Central heating and air conditioning Secure, private, and ideal for families or elderly residents Eighteen Amenities: 18-Hole Golf Course Gym, Spa, Swimming Pool & Clubhouse 24/7 Security with CCTV Restaurants, Retail Outlets & Parks Backup Power & Maintenance Services Ideal Location: 15 minutes to Islamabad Airport, direct access from Srinagar Highway Asking Price: PKR 5.80 Crore (Negotiable) Contact: Call/WhatsApp:","Built in year: 2024, Parking Spaces: 3, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building: 6, Elevators: 4, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Sauna, Jacuzzi",,,
https://www.zameen.com/Property/islamabad_bani_gala_5_marla_brand_new_house_for_sale-53303072-340-1.html,House,PKR1.2 Crore,3,5 Marla,For Sale,2,1 week ago,"Bani Gala, Islamabad, Islamabad Capital",5 marla brand new house solid brick construction with A grade material available for sale at a very good location origional pics attached 2 bedrooms+bathrooms tv lounge kitchen drawing room+batroom car porch for one sedan mumty laundry area electricity seperate own meter own water bore for more info plz call,"Built in year: 2025, Parking Spaces: 1, Flooring, Electricity Backup, Waste Disposal, Floors: 1, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places",,"Bedrooms: 2, Bathrooms: 3, Drawing Room, Kitchens: 1, Powder Room, Store Rooms: 1, Lounge or Sitting Room, Laundry Room","Lawn or Garden, Sauna",,,
https://www.zameen.com/Property/islamabad_bani_gala_5_marla_single_storey_brand_new_house_for_sale-49533759-340-1.html,House,PKR1.25 Crore,3,5 Marla,For Sale,2,1 week ago,"Bani Gala, Islamabad, Islamabad Capital",brand new neat and clean house for sale in banigala origional pics attached 2 bedroom+bathroom drawing room+bathroom tv lounge open kitchen car porch water boring electricity single phase meter installed Gas not available for more info plz call,"Built in year: 2023, Parking Spaces: 1, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities","Bedrooms: 2, Bathrooms: 3, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Lounge or Sitting Room, Laundry Room",Other Healthcare and Recreation Facilities,,,
