,Type,Price(Cr),Bath(s),Area(Marla),Bedroom(s),Location,Description,Amenities: Main Features,Amenities: Rooms,Amenities: Business and Communication,Amenities: Community Features,Amenities: Healthcare Recreational,Amenities: Other Facilities,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Built in year,Parking Spaces,Floor,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,Swimming Pool,Storey Unit,BedBath_Diff
2712,House,3.0,6.0,7.5,5.0,Bani Gala,7.5 Marla Beautiful New Constructed House Available For Sale. 5 Bedrooms Attached Bath. 2 Kitchens. 2 Tv Lounges. Drawing Room. Car Parking. Laundry Area. Mumty. Near To Main Market. 1.5 Min Drive From Allied Bank. Call For More Details And Visit.,"Built in year: 2025, Parking Spaces: 1, Flooring, Floors: 2","Bedrooms: 5, Bathrooms: 6, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",,"Security Staff, Other Facilities",False,False,False,False,1,2025.0,1.0,2.0,5.0,6.0,,2.0,1.0,,2.0,-1.0
2713,House,4.9,7.0,10.0,8.0,Bani Gala,"PREMIUM 8 BEDROOM HOME FOR SALE BRAND NEW! Address: Banigala, Islamabad. With 10 minutes drive to Serena Hotel, this 10 marlas triple story house is built with Spanish architectural design and high quality building materials in much sought after Aryan Enclave Banigala Islamabad. The house has views of the Margalla Hills which adds natural beauty to your everyday living. Walking distance to Mosque, grocery stores, chicken shop, meat shop, pharmacy and Originale Pizza. 8 Spacious bedrooms, (including 4 master bedroom size 18 x 14) with 7 attached bathrooms. 1 large office/ store or study room. 2 modern Open concept Kitchens plus 1 kitchenette at the top floor. 2 Family lounges and 1 open air lounge at top floor with added wood fireplace. 2 Drawing rooms plus a powder room. 2 cars porch Granite countertops and stairs. Accessories: 5 geysers 3 gas stoves 2 Canadian Signature company hoods 1 Italian Forno company electric oven. 1 Italian Forno company microwave oven. 2 Media Walls with imported electric fireplaces (with remotes) 19 Inverter AC fans with remotes. Demand Rs. 49 million ( 4 crore, 90 lacs)","Built in year: 2025, Parking Spaces: 2, Flooring, Floors: 3",,,,,,False,False,False,False,1,2025.0,2.0,3.0,,,,,,,3.0,1.0
2715,House,4.3,4.0,4.0,4.0,D-12,"Location: D-12/4, Islamabad Property Type: Double Storey House Size: 4 Marla 4 Bedrooms with attached bathrooms 2 TV Lounges 1 Kitchens Drawing/Dining Room Stylish Tiles Flooring Solid Construction with Elegant Finishes Wide Car Porch Beautiful Front Elevation All Basic Utilities: Electricity, Gas, Water 30 ft Wide Street Near Park and Masjid Walking Distance to School & Market Ideal for Living or Investment Demand: [4Crore 30lac] For More details Feel Free to Contact Fair Deal D-12","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 4, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,,2.0,0.0
2716,House,9.75,6.0,8.0,7.0,D-12,"Exquisite 8 Marla Triple Storey Spanish-Design House with Basement in D-12/1, Islamabad Location: D-12/1, Islamabad Plot Size: 8 Marla Design: Dead Corner, Triple Storey + Basement | Spanish Architecture Bedrooms: 8 (including a Fully Furnished Master Bedroom on the Ground Floor) Bathrooms: 9 Kitchens: 4 (including Main Kitchen, Dirty Kitchen, Basement & Separate Apartment Kitchen) Key Features: Triple Storey with Basement: Can be used as a single luxury unit or three separate units, as the basement and first floor have independent access. Smart Living: Fully integrated smart home system (locks, switches, CCTV) all controllable via mobile phone from anywhere in the world. Make and receive phone calls directly via smart locks and camera system. Main Kitchen Highlights: Elegant island-style layout Four-door fridge Built-in microwave & oven Induction cooktop Piano sink Wall-mounted TV Plus, a separate dirty kitchen on the ground floor for heavy cooking needs Additional Units & Spaces: Momty (Rooftop Apartment): Fully functional with attached bathroom and kitchen Opens to a gazebo with panoramic Margalla Hills views Ideal for private guests, rental unit, or home office Basement: Independent access, fully equipped with its own kitchen and bathroom facilities Rooftop Amenities: Gazebo with stunning Margalla Hills views Barbecue facility Perfect for hosting mushaira, singing concerts, or private gatherings Utilities & Infrastructure: Solar power system ensuring energy efficiency High-speed internet connectivity CCTV surveillance for 24/7 security Ideal for: Multi-generational families Home + Rental income setup Airbnb/Guesthouse Luxury living with modern convenience Contact now for a private viewing and explore what this unique and smartly designed property has to offer.","Built in year: 2025, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features","Bedrooms: 7, Bathrooms: 9, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 4, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,True,False,True,0,2025.0,4.0,3.0,7.0,9.0,1.0,,1.0,1.0,3.0,1.0
2717,House,9.8,6.0,20.0,6.0,DHA Defence,South Face Modern Designer House For Sale Best Opportunity For Investment Near To Mosque Near To Big Park Near To Commercial More Details on Call. .,"Built in year: 2024, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 1, Other Main Features, Furnished","Bedrooms: 6, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2024.0,3.0,1.0,6.0,7.0,1.0,2.0,1.0,1.0,1.0,0.0
2718,House,4.99,6.0,10.0,5.0,Top City 1,"House that checks all boxes is not easy to find, so schedule an appointment today. Looking for a house? At a price of PKR Rs. 51000000 this is a great deal. Your home in Top City 1 will soon become a centre of attraction for extended family members. This House is based at a prime location of Top City 1 Top City 1. A 10 Marla House is the most popular size among property buyers these days in this location. The Top City 1 is mostly safe, thriving and filled with all sorts of interesting things that will make life enjoyable for you. Read below to find out what this property offers. Stay cozy in your home due to the central heating system. The mosque near the House is quite spacious and well-maintained. The house has a separate prayer room so that you can offer your five daily prayers peacefully, away from the noise. The House comes with central air-conditioning which keeps the inside temperature pleasant. A 24/7 active security staff maintains a safe, peaceful environment for the dwellers. Laundry room in the House provides a dedicated space for washing clothes. Your kids can play to their heart's content in the play area adjoining the property. Make an investment today to secure your tomorrow. For details, call us via our given contact information.","Built in year: 1, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 6, Bathrooms: 8, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,,1.0,2.0,6.0,8.0,1.0,1.0,,,2.0,-1.0
2721,House,3.5,4.0,10.0,5.0,B-17,"Introducing Amalfi Housing Villas, an exclusive residential project in the prime location of Faisal Margalla City (A Block), adjacent to Sector B-17, Islamabad. These 10 Marla premium villas are thoughtfully designed to deliver a lifestyle of luxury, comfort, and convenience ideal for families who value elegance and modern living. Located just steps away from the Commercial Markaz, cricket ground, park, and masjid, Amalfi Villas offer more than a home they offer a complete living experience. With a flexible 3-year payment plan, possession on 70% payment, and affordable installment options, now is the perfect time to secure your dream villa in one of Islamabads most prestigious communities. Key Features: Villa Size: 10 Marla Total Price: Rs. 35,000,000 Down Payment: 30% Installment Plan: 3 Years Possession: On 70% Payment Prime Location near B-17, Islamabad Contact Us Today: Dont miss this opportunity to own a villa in the citys most sought-after area.","Built in year: 2020, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Flooring, Floors: 1","Bedrooms: 3, Bathrooms: 3, Drawing Room, Kitchens: 1",,,,,True,False,False,False,1,2020.0,1.0,1.0,3.0,3.0,,1.0,,,1.0,1.0
2722,House,6.3,7.0,14.0,6.0,CBR Town,Dabble story house for sale in CBR twon phase 1 size 40 80 corner house 6 bedroom 7 bathroom 2 drng room 2 TV long 2 kitchen electric water gas available good location near by bank hospital park water filter,"Built in year: 2000, Parking Spaces: 10, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Furnished","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,True,0,2000.0,10.0,2.0,5.0,6.0,2.0,2.0,1.0,1.0,2.0,-1.0
2723,House,5.75,6.0,10.0,5.0,Bahria Town,Designer home 10 Marla for Sale Elevation: Titles are used Ground Floor: - 2 Bedroom with Attached Bathroom - Kitchen - Powder Room - TV Longue - Drawing room - Dining Area - Car porch 1st Floor: - 3 Bedrooms with attached bathrooms - Tv longue - Kitchen - Spacious Terrace Rooftop - Servant Quarter + Bathroom Call us for visit and more Details.,"Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Bedrooms: 5, Bathrooms: 5, Servant Quarters, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready","Community Lawn or Garden, First Aid or Medical Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",Lawn or Garden,"Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,2.0,2.0,5.0,5.0,,2.0,,,1.0,-1.0
2725,House,55.0,6.0,40.0,6.0,F-6,House Available For Sale In F6/3 Prime Location 6 Bedroom 1 Drawing + Dining Room 1 Kitchen Size 1000 Sq Yard Cda Transfer,"Built in year: 2023, Parking Spaces: 5, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2023.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,,2.0,0.0
2729,House,7.5,6.0,6.7,7.0,G-10,"Elegant,Modern, Stylish Triple Storey 3050 House For Sale. Accommodation: 7 Bed Rooms, 9 Wash Rooms, 4 Kitchens, Car Porch. Features: Triple Storey Separate Doors Entry For All Portions. 3 Electricity Meters. 3 Separate Water Tanks. 70 Feet From Family Park. Sun Facing CDA Transfer Fully Ventilated Walking Distance From Double Road Accessible 2 Market. AAA Quality Of ACCESSORIES &Amp; ITEMS Has Used For Further Assistance With Us Please Contact Us.","Built in year: 2025, Parking Spaces: 1000, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Bedrooms: 7, Bathrooms: 9, Drawing Room, Dining Room, Kitchens: 4, Study Room, Powder Room, Store Rooms: 2, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,1000.0,3.0,7.0,9.0,,,2.0,,3.0,1.0
2730,House,4.65,6.0,10.0,5.0,Bahria Town,"10 MARLA DOUBLE UNIT NEW HOUSE FOR SALE. 5 bedrooms attached bathrooms. 2 Kitchens 2 TV Lounge. Big car porch. DD, Powderroom, Servant Room. own water boring. Dead-end Street, Heightened Location. Solid construction with modern kitchen & bathroom accessories. Neat to Park, Masjid, School and Markets. Asking Price 4.90 Crore will be sold to 1st given realistic offer. for more details, call anytime mzb real estate and builders.","Built in year: 2023, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 4, Servant Quarters: 3, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,True,False,0,2023.0,2.0,2.0,5.0,4.0,,2.0,1.0,1.0,2.0,-1.0
2731,House,8.0,6.0,10.0,6.0,G-14,"Tri star marketing Brand New House For Sale Located At Prime Location Of G-13 Islamabad Size 10Marla Great Opportunity For You, Don't Miss It. . . original Pictures Attached about The Property: 6Bedrooms 6 Washrooms 2 Kitchens 2 Tv Lounge Car Parking Tile Flooring 1 Double Unit House Ideal Locality Electricity & Gas Meters Are Available Water Boring Running & Also Water Supply Facility Available All Facilities Are Available Which Is The Need Of Living Near To Main Double Road And Kashmir Highway Near To School, college, market, masjid public Transport, hospitals And Etc. Located In One Of The Best Locations Of G-13 Islamabad just Call Us For Visit.","Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Drawing Room, Dining Room, Study Room, Prayer Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi","Security Staff, Other Facilities",True,False,True,False,0,,1.0,2.0,,,,,,1.0,2.0,0.0
2732,House,5.5,6.0,20.0,7.0,Soan Garden,"Discover your dream home in Block E, ideally located just 5 minutes from Islamabad Highway and within walking distance of the main market, schools, and all daily essentials. This spacious 1 Kanal luxury house is designed for modern living with top-class facilities: 6 Spacious Bedrooms with Attached Baths 2 Elegant Drawing Rooms 2 Stylish TV Lounges 2 Modern Kitchens Servant Quarter with Kitchen & Attached Bath Car Porch for 34 Vehicles The property offers a perfect blend of comfort and convenience, making it an ideal choice for families seeking a prime location with easy accessibility. Location: Soan Garden Block E Near Main Market & Islamabad Highway Dont miss this golden opportunity! Contact today to schedule a visit. Note: Sample Pictures If You need Original then call us","Built in year: 2018, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 6, Bathrooms: 8, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2018.0,3.0,2.0,6.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0
2733,House,3.4,6.0,7.0,5.0,Jinnah Garden,"Beautifully constructed 7 Marla (30x60) double-story, double-unit house available for sale in the highly desirable Jinnah Garden, Islamabad. 5 Spacious Bedrooms | 7 Modern Washrooms 2 Comfortable TV Lounges | 2 Fully Equipped Kitchens Drawing Room | Separate Servant Room Double Car Parking | All Doors Fully Solid Wood Bore Facility + Water Supply WAPDA Meter Installed Gas Line Available in the Street CDA Completion Certificate Available Direct Meeting with Owner Possible no middleman hassle! A perfect home with top-notch construction, peaceful surroundings, and all essential utilities ideal for families looking to move into a quality home in a prime location. Demand: 3.40 Crore Call now to schedule your visit and meet the owner directly!","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Bedrooms: 5, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Powder Room, Store Rooms: 2, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",,"Maintenance Staff, Security Staff, Other Facilities",True,False,False,False,0,2025.0,2.0,2.0,5.0,7.0,1.0,2.0,2.0,,2.0,-1.0
2734,House,2.65,4.0,8.0,4.0,Jinnah Garden,"Slightly 2 year used house 7 Marla (30x60) 1.5 Storyhouse available for sale in the highly desirable Jinnah Garden, Islamabad. 4 Spacious Bedrooms | 4 Modern Washrooms Comfortable TV Lounges | Fully Equipped Kitchens Drawing Room Double Car Parking | Bore Facility + Society 4 Tankers provide in 1200 Society Meter Installed Direct Meeting with Owner Possible no middleman hassle! A perfect home with top-notch construction,eaceful surroundings, and all essential utilities, ideal for families looking to move into a quality home in a prime location. Demand: 2.65 Crore Call now to schedule your visit and meet the owner directly! Kashmir chowk, Jinnah Garden, Islamabad Near Al-Razi Clinic Ground floor: 2 bedroom, 3 washrooms, drawing room (12x21), kitchen (10.5x12) Hall (12x18) First Floor: 2 bedrooms 1 washroom Tarice (6x20) Back side open area (35x30)","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 2, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2025.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
2735,House,2.9,6.0,8.0,5.0,Jinnah Garden,"Location: Jinnah Garden Phase 1, Islamabad Plot Size: 30x60 (7 Marla) Status: Brand New | LOP Cleared | Ready For Possession Original Pictures Available Property Details: 4 Bedrooms With Attached Modern Bathrooms 2 Drawing Rooms TV Lounge 2 Kitchens (Open And Closed Options) Servant Room With Attached Bath Tile Flooring Throughout Electricity Installed Water Supply Available Prime Location Highlights: Located In A Well-Developed Block Of Jinnah Garden Phase 1 Near Mosque, Park, Market &Amp; School Peaceful And Secure Family Environment Direct Access From Islamabad Expressway Below Market Rate For A Brand New 7 Marla House With Quality Finishing Demand: 2.90Crore Offer Required Contact Now Best For Rental Income","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 4, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2025.0,2.0,2.0,4.0,7.0,1.0,2.0,1.0,1.0,2.0,-1.0
2736,House,11.7,7.0,20.0,7.0,DHA Defence,"1 Kanal House for Sale in DHA Defence Phase 2 Property Details: Location: DHA Defence Phase 2, Near To McDonald Jacaranda Family Club Islamabad Plot Size: 1 Kanal (500 sq. yards) Type: Double Height Luxury House Status: Brand New / Well-Maintained House Features: Bedrooms: 6 Spacious Bedrooms with Attached Bathrooms Bathrooms: Modern Fittings with Imported Accessories Kitchens: 2 Stylish Kitchens with High-End Appliances Drawing & Dining: Elegant and Spacious TV Lounges: 2 Comfortable and Well-Designed Lounges Servant Quarters: Separate Servant Room with Attached Bath Parking: Ample Space for 3+ Cars Additional Features: Prime Location: Near Main Road, Markets, Schools, and Mosques Flooring: High-Quality Tiles & Wooden Flooring Lawn: Beautifully Landscaped Green Area Security: Gated Community with 24/7 Security Electricity Fully Functional with Backup Power Solution","Built in year: 2025, Parking Spaces: 3, Flooring, Electricity Backup, Floors: 2","Bedrooms: 6, Bathrooms: 8, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2",Broadband Internet Access,"Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",Lawn or Garden,"Maintenance Staff, Other Facilities",True,False,False,False,1,2025.0,3.0,2.0,6.0,8.0,2.0,2.0,,,2.0,0.0
2737,House,18.0,6.0,24.0,7.0,F-10,investor price deal available for sale in f10/3 triple story House size 600 sq yards cda transfer demand 18 cr negotiable,"Parking Spaces: 5, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3","Bedrooms: 7, Bathrooms: 8, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",Lawn or Garden,"Security Staff, Other Facilities",False,False,False,False,0,,5.0,3.0,7.0,8.0,2.0,2.0,2.0,,3.0,1.0
2738,House,10.5,3.0,10.0,4.0,F-11,"BEAUTIFUL HOUSE AVAILABLE FOR SALE. 30X70 4 BEDROOMS TWO INDEPENDENT PORTIONS SEPERATE KITCHEN The newly constructed House is built keeping in mind the modern day needs. House that checks all boxes is not easy to find, so schedule an appointment today. Don't miss out on these 2250 Square Feet units. Avail a well-suited option today. It can be difficult to find a property exactly as you require so a price of PKR Rs. 105,000,000 is a great deal. This House in F-11/3 is no less than an opportunity for the interested buyers, so make the most out of it. The city of Islamabad offers it all; the culture, the opportunities and a coveted suburban backdrop. Our contact information is made available so you can reach us with all your queries.","Built in year: 2019, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2019.0,1.0,2.0,5.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0
2739,House,3.65,5.0,5.0,5.0,I-11,Sector I-11/2 Size 25x50 Beautiful Double Story House is available for Sale for the best investment of your future in reasonable price. Contact with us for more information.,"Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,1.0,2.0,5.0,5.0,1.0,2.0,,1.0,2.0,0.0
