Scraped_URL,Real Location,Type,Price,Bath(s),Area,Purpose,Bedroom(s),Added,Location,Description,Amenities: Main Features,Amenities: Business and Communication,Amenities: Community Features,Amenities: Healthcare Recreational,Amenities: Nearby Locations and Other Facilities,Amenities: Other Facilities,Amenities: Rooms,Initial Amount,Monthly Installment,Remaining Installments
https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_luxurious_14_marla_brand_new_house_available_for_sale-53347517-8260-1.html,"Faisal Town - F-18, Islamabad",House,PKR700 Arab,6,14 Marla,For Sale,6,4 months ago,"Faisal Town - F-18, Islamabad, Islamabad Capital","14 Marla Home For Sale In F-18 Faisal Town Islamabad. 6 Bedrooms. 6 Baths. 2 TV Lounge 2 Kitchen 2 Drwaing Room Near To Park. Near To Markaz. Near To Mosque. Near To School. All Facilities Available In Sector. Underground Electricity Gas Water Bore PTCL Flash Fiber 5G Internet. 24/7 Hour Security Service Of Sector. Sector Location Guide: 0.1Km From M-1 &Amp; M-2 Motorway , 6Km From Airport , 5Km From Metro Bus Station , 6km From G. T Road. Do Contact Us For Real Estate Services In F-17 &Amp; F-18 Faisal Town Islamabad.",,"Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","First Aid or Medical Centre, Day Care Centre, Mosque",,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms)","Maintenance Staff, Security Staff, Facilities for Disabled","Bedrooms: 6, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Gym, Other Rooms",,,
https://www.zameen.com/Property/islamabad_bani_gala_apartment_for_sale-52784009-340-1.html,"Bani Gala, Islamabad",Flat,PKR1.3 Crore,2,5.6 Marla,For Sale,2,2 weeks ago,"Bani Gala, Islamabad, Islamabad Capital","2 Bedroom apartment available for rent. It is hard to find property for sale, which is well designed and well-located, so don't miss this chance. Not every city thrums with so much life and possibilities as Bani Gala, which is why it should be your home. PKR Rs. 13000000 is quite an ideal demand for the kind of property you are looking for. If you want property in Bani Gala, this is the listing you mustn't miss. Check out our offer for the best Flat which could satisfy your need. This property comes with numerous features you'll scarcely find in any other 1250 Square Feet sized property. For more pricing information and property details, call us today.",,,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places",Security Staff,,,,
https://www.zameen.com/Property/g_15_g-15_2_proper_3_bedroom_available_for_sale_in_g15-53237377-3349-1.html,"G-15/2, G-15",Flat,PKR75 Lakh,3,3.9 Marla,For Sale,3,5 months ago,"G-15, Islamabad, Islamabad Capital",Proper 3 Bedroom with attached Washroom Study room TV longue Kitchen Gas separate units Electric separate units Near to Masjid Near to School,"Built in year: 2025, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Other Business and Communication Facilities","Community Lawn or Garden, Other Community Facilities",Other Healthcare and Recreation Facilities,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Pets Allowed, Other Facilities","Bedrooms: 3, Bathrooms: 3, Drawing Room, Dining Room, Kitchens, Other Rooms",,,
https://www.zameen.com/Property/islamabad_bani_gala_view_house_for_sale-52801562-340-1.html,"Bani Gala, Islamabad",House,PKR14 Crore,7,2 Kanal,For Sale,8,4 days ago,"Bani Gala, Islamabad, Islamabad Capital","Size 2 kanal, 8 Bedrooms 8 Washroom and 2 separate kitchen 2 TV lounge and 2 Drawing room, Servant quarter Bore and sperate Transformer, Electricity Metre, Demand 12 Core","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/bahria_enclave_the_royal_mall_and_residency_2_bedroom_ready_apartment_on_1_year_payment_plan-53347480-10909-1.html,"The Royal Mall and Residency, Bahria Enclave",Flat,PKR1.6 Crore,2,5.6 Marla,For Sale,2,4 months ago,"Bahria Town, Islamabad, Islamabad Capital","Discover modern living in the heart of Bahria Enclave Islamabad with this beautifully designed 2-bedroom apartment located in The Royal Mall & Residency a premium residential project known for its luxury lifestyle and prime location. Property Details: Size: 1,250 Sq. Ft Bedrooms: 2 (with attached bathrooms) Spacious TV Lounge & Dining Area Modern Open Kitchen Floor Options: 2nd, 5th & 6th Floors Available Elegant Interiors & Quality Finishes Balcony with Scenic Views Payment Plan: Total Price: PKR 1.60 Crore 50% Down Payment for Possession Remaining 50% on Easy 1-Year Installments Project Highlights: Prime location in Sector A, Bahria Enclave Islamabad Secure and well-maintained building with high-speed lifts Dedicated parking and 24/7 security Nearby amenities: shopping mall, restaurants, schools, and parks Ideal for living or investment with high rental potential Enjoy the comfort of a modern apartment with the convenience of flexible payment options in one of Islamabads most sought-after communities.","Built in year: 2023, Parking Spaces: 1, Lobby in Building, Flooring, Electricity Backup, Floor: 6, Floors in Building: 9, Elevators: 10, Service Elevators in Building","Broadband Internet Access, Business Center or Media Room in Building, Conference Room in Building","Community Lawn or Garden, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Mosque, Community Centre",,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Pets Not Allowed","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Store Rooms: 1, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/islamabad_university_town_university_town_islamabad_05_marla_house_for_sale-52412632-1164-1.html,"University Town, Islamabad",House,PKR1.75 Crore,6,5 Marla,For Sale,4,2 months ago,"University Town, Islamabad, Islamabad Capital","All size of houses, plots & apartments Available in Top City, Mumtaz city ,PECHS & allover Islamabad Rawalpindi . . . . Please contact on call or WhatsApp before visit. . . . . All pics and videos which have been given on advertisement. These are just for demonstration. . . . . . Please contact on WhatsApp for original pics and videos. . . In Future Zero Point of Islamabad 0 km to motorway interchange Islamabad 0 km to new airport Islamabad 0 km to Kashmir Highway Islamabad 0 km to metro bus station 3 km to CPEC Markets Banks Schools Parks Shopping malls Underground electricity Water supply Lake Zoo Carpet roads","Built in year: 2024, Parking Spaces: 01, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 02, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 04, Bathrooms: 06, Servant Quarters: 01, Drawing Room, Dining Room, Kitchens: 02, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 01, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/islamabad_top_city_1_top_city_10_marla_house_for_sale-52411810-1383-1.html,"Top City 1, Islamabad",House,PKR3.99 Crore,-,10 Marla,For Sale,5,2 weeks ago,"Top City 1, Islamabad, Islamabad Capital","This Is Gray Structure For More Detail And Pics Call And Whatsapp All Size Of Houses, Plots &Amp; Apartments Available In Top City, Mumtaz City ,PECHS &Amp; Allover Islamabad Rawalpindi . . . . Please Contact On Call Or WhatsApp Before Visit. . . . . All Pics And Videos Which Have Been Given On Advertisement. These Are Just For Demonstration. . . . . . Please Contact On WhatsApp For Original Pics And Videos. . . In Future Zero Point Of Islamabad 0 Km To Motorway Interchange Islamabad 0 Km To New Airport Islamabad 0 Km To Kashmir Highway Islamabad 0 Km To Metro Bus Station 3 Km To CPEC Markets Banks Schools Parks Shopping Malls Underground Electricity Water Supply Lake Zoo Carpet Roads","Built in year: 2024, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room",,,
https://www.zameen.com/Property/islamabad_top_city_1_top_city_1_kanal_house_for_sale-52594015-1383-1.html,"Top City 1, Islamabad",House,PKR7 Crore,7,1 Kanal,For Sale,8,3 days ago,"Top City 1, Islamabad, Islamabad Capital","All size of houses, plots & apartments Available in Top City, Mumtaz city ,PECHS & allover Islamabad Rawalpindi . . . . Please contact on call or WhatsApp before visit. . . . . All pics and videos which have been given on advertisement. These are just for demonstration. . . . . . Please contact on WhatsApp for original pics and videos. . . In Future Zero Point of Islamabad 0 km to motorway interchange Islamabad 0 km to new airport Islamabad 0 km to Kashmir Highway Islamabad 0 km to metro bus station 3 km to CPEC Markets Banks Schools Parks Shopping malls Underground electricity Water supply Lake Zoo Carpet roads","Built in year: 2024, Parking Spaces: 5, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 12, Bathrooms: 13, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 3, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/e_16_e-16_3_a_10_marla_house_located_in_e-16_3_is_available_for_sale-53255250-3249-1.html,"E-16/3, E-16",House,PKR2.9 Crore,-,10 Marla,For Sale,-,5 months ago,"E-16, Islamabad, Islamabad Capital","With this House you will be getting a valuable asset. A House in E-16/3 comes with many benefits, prime among which is the ease of access to public transport and facilities. If you want to buy this property for setting up your very own real estate space, then please heed our words, and book it on the double. You can look everywhere but a price of PKR Rs. 29000000 for this kind of property is the best you will find. Book your dream property in Islamabad now. All your search for 10 Marla property for your investment is at the destination. Some prominent details of the property are as follows. A beautifully designed airy dining room that comes with this House is perfect to host formal dinners. An attached study will allow your children to excel in their studies. The furniture and fittings that come with the House are included in the sale price. You can conveniently direct your guests to the powder room. Central heating in the House makes the space cozier and perfect for winter night parties. The House has a well-designed prayer room to offer prayers. If you have a large friend's circle, you don't have to worry about entertaining them, as the property features a luxurious drawing room. You can book your House today by contacting us via the given information.","Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Other Business and Communication Facilities","Kids Play Area, Mosque, Other Community Facilities",Other Healthcare and Recreation Facilities,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room",,,
https://www.zameen.com/Property/f_7_f-7_4_house_for_sale-53180252-3310-1.html,"F-7/4, F-7",House,PKR65 Crore,-,2 Kanal,For Sale,-,17 hours ago,"F-7, Islamabad, Islamabad Capital",#Top Location #CDA Transfer #30Kv Solar System #Fully Furnished #Corner #Park Face,,,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff","Bedrooms: 9, Bathrooms: 12, Drawing Room, Dining Room, Kitchens: 3",,,
https://www.zameen.com/Property/f_11_markaz_al-safa_heights_1_bed_apartment_for_sale-53257819-12044-1.html,"Al-Safa Heights, F-11 Markaz",Flat,PKR2 Crore,1,5.3 Marla,For Sale,1,20 hours ago,"F-11, Islamabad, Islamabad Capital","1 Bed Apartment for Sale Al Safa Heights 2, F-11 Markaz Modern and spacious 1-bedroom apartment available for sale in Al Safa Heights 2, ideally located in the heart of F-11 Markaz. Situated on the 3rd floor, this 1250 sqft apartment offers a comfortable living space in a peaceful, family-friendly environment. Features: 1 Bedroom with attached bathroom 1250 sqft covered area 3rd floor apartment Unfurnished Family-oriented building 24/7 security and maintenance services Prime location with easy access to shopping, dining, and main roads High rental income potential an excellent investment opportunity Perfect for individuals, couples, or investors seeking a reliable rental property in one of Islamabads most secure and convenient locations. Sample Pictures Attached","Built in year: 2054, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Other Facilities","Bedrooms: 1, Bathrooms: 1, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/f_11_f-11_markaz_luxury_apartment_for_sale-53174490-3286-1.html,"F-11 Markaz, F-11",Flat,PKR2.65 Crore,2,7.6 Marla,For Sale,2,20 hours ago,"F-11, Islamabad, Islamabad Capital","Apartment for Sale in Al Safa Heights 2 F-11 Markaz, Islamabad A well-maintained 2-bedroom apartment is available for sale in the prestigious Al Safa Heights 2, located in the heart of F-11 Markaz. Perfect for families and investors alike, this apartment offers both comfort and convenience. Property Details: Size: 1700 sqft Floor: 4th Floor Bedrooms: 2 spacious bedrooms Bathrooms: 2 modern bathrooms Condition: Unfurnished Demand: PKR 2.65 Crore Features: Prime location in F-11 Markaz Secure and well-maintained building Ideal for personal living or rental investment Peaceful environment with all amenities nearby Sample pictures attached WhatsApp for original video","Parking Spaces: 2, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Floor, Floors in Building: 9, Elevators: 3, Service Elevators in Building","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Sauna, Jacuzzi","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Other Facilities","Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/gulberg_greens_karakoram_greens_karakoram_greens_brand_new_3_bed_apartment_with_high-end_finishing-53315810-11832-1.html,"Karakoram Greens, Gulberg Greens",Flat,PKR5.93 Crore,3,14.4 Marla,For Sale,3,5 months ago,"Gulberg, Islamabad, Islamabad Capital","Property Highlights: Size: 3240 Sq. Ft. Floor: 4th Lake-Facing View Rate: PRs. 18300 per Sq. Ft. Status: Ready to Move In Servant Room: 1 Separate Servant Quarter with Attached Bath Parking: 2 Dedicated Car Parking Spaces Location: Just 7 minutes from Islamabad Expressway Environment: Safe, Secure & Peaceful Living Luxury Features & Amenities: 24/7 Security, Lift Access, Water, Electricity, and Excellent Building Management Modern Kitchen Fitted with Electric Stove (No Gas Needed) Top-Quality Finishing with Elegant Interiors Spacious Layout Ideal for Families Seeking Premium Comfort Multiple apartment options available across Gulberg Islamabad suitable for residential and office use, in various sizes and budgets. For more details, contact us at the given number.","Built in year: 2025, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building: 16, Elevators, Service Elevators in Building, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Facilities for Disabled, Pets Not Allowed, Other Facilities","Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room",,,
https://www.zameen.com/Property/e_16_e-16_3_get_your_dream_house_in_e-16_3_islamabad-53242754-3249-1.html,"E-16/3, E-16",House,PKR2.3 Crore,-,7 Marla,For Sale,-,5 months ago,"E-16, Islamabad, Islamabad Capital","Live in a House that compliments your lifestyle. For a price of PKR Rs. 23000000, you can expect lucrative returns in future for the property in question. If Islamabad is the destination of your dreams, here is a property to get you started! The 7 Marla House is best suited for families looking for a luxurious lifestyle. E-16/3 is full of facilities at every corner that make life easier. Looking for your dream home? This property for sale is the best option. Following are some of the notable features of this property. Breathe in the fresh air as an effective waste disposal team is on duty all the time. The House is fully-furnished with modern amenities. Mosques are one of the places to meet new people, and luckily the House has one nearby. The building is guarded by professional security staff at all times which makes it a secure area for living. No longer will you have to miss an update or suffer buffering as the project comprises broadband internet access among many other convenient facilities. Book your appointment by giving us a call.","Flooring, Electricity Backup, Waste Disposal, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Other Business and Communication Facilities","Mosque, Other Community Facilities",Other Healthcare and Recreation Facilities,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities",,,,
https://www.zameen.com/Property/islamabad_f-6_brand_new_house_is_for_sale_in_f-6-53318510-164-1.html,"F-6, Islamabad",House,PKR38.5 Crore,7,17.8 Marla,For Sale,7,2 months ago,"F-6, Islamabad, Islamabad Capital","CHOHAN HAY ESTATE OFFERS: - Modern Brand-New House that offers a luxurious and comfortable living experience - Front Back Open - 7 Bedrooms With Attached Bathroom - Enriched by Quality Finishes and Interior Highlights and Family Rooms with Walk-in Closets - Modern Kitchen, Handsome Cabinetry with Quartz Counter-top - Drawing, Dining and TV Lounge - Front Back Terrace - Small lawn - Servant Quarter - Rooftop - Views of Margalla Hills and Sunset - Front back parking - This modern house presents a harmonious blend of elegance and functionality - Don't miss this Excellent Opportunity For more information and additional options, kindly contact at the mentioned numbers or visit CHOHAN HAY ESTATE","Built in year: 2026, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled","Bedrooms: 7, Bathrooms: 7, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room",,,
https://www.zameen.com/Property/islamabad_f-6_prime_location_old_house_is_for_sale_in_f-6-53139066-164-1.html,"F-6, Islamabad",House,PKR45 Crore,6,2.1 Kanal,For Sale,5,2 months ago,"F-6, Islamabad, Islamabad Capital","Attached Images are just for reference purpose only. Chohan HAY Estate Offers: - Approx. 1066 SQ YD - CDA Transfer - Old Demolishable House - Investor Price - Great Time to Invest in Real Estate - Beat Option to Build Your Dream Home in F-6 - Peaceful and Secured Living Area - Don't Waste Your Time, Just Grab this Opportunity For more information and additional options, kindly contact at mentioned numbers or visit Chohan HAY Estate","Built in year: 1, Parking Spaces, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 1, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities",,Lawn or Garden,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities","Bedrooms: 5, Bathrooms: 6, Servant Quarters, Drawing Room, Dining Room, Kitchens, Lounge or Sitting Room, Other Rooms",,,
https://www.zameen.com/Property/islamabad_h-13_3_bed_flat_available_for_sale-53301858-1039-1.html,"H-13, Islamabad",Flat,PKR95 Lakh,3,3.8 Marla,For Sale,3,5 months ago,"H-13, Islamabad, Islamabad Capital",3 bedroom attached washroom kitchen tv lounge lift available basement parking separate meter near to market & Mosque good location best for family family environment,"Parking Spaces, Lobby in Building, Double Glazed Windows, Flooring, Electricity Backup, Floor, Floors in Building, Elevators, Other Main Features",Broadband Internet Access,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places",Security Staff,"Bedrooms, Bathrooms: 3, Kitchens: 1",,,
https://www.zameen.com/Property/d_12_d-12_4_d12_4_luxury_furnished_brand_new_double_storey_house_5_bed_attach_bath-53337440-3157-1.html,"D-12/4, D-12",House,PKR13.5 Crore,6,10 Marla,For Sale,5,2 weeks ago,"D-12, Islamabad, Islamabad Capital",D12/4 LUXURY BRAND NEW HOUSE size 35x70 sun face peaceful location modern house double story single unit house servant room available fully separate GROUND PORTION 2 bed attach bath drawing room with bath tv lounge kitchen UPPER PORTION 3bed attach bath study room attach bath store room 2 car parking available tails floor 1st entry,"Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Kitchens: 1, Powder Room, Store Rooms: 1, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/f_6_f-6_3_old_house_for_sale_in_f-6_main_road-53256228-3301-1.html,"F-6/3, F-6",House,PKR50 Crore,-,2 Kanal,For Sale,-,3 months ago,"F-6, Islamabad, Islamabad Capital",good location all amenities on walking distance margalla facing smart street For more information please contact saeed property center,,"Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",,,,,,,
https://www.zameen.com/Property/islamabad_top_city_1_top_city_10_marla_house_for_sale-52580952-1383-1.html,"Top City 1, Islamabad",House,PKR4.4 Crore,-,10 Marla,For Sale,6,5 days ago,"Top City 1, Islamabad, Islamabad Capital","All size of houses, plots & apartments Available in Top City, Mumtaz city ,PECHS & allover Islamabad Rawalpindi . . . . Please contact on call or WhatsApp before visit. . . . . All pics and videos which have been given on advertisement. These are just for demonstration. . . . . . Please contact on WhatsApp for original pics and videos. . . In Future Zero Point of Islamabad 0 km to motorway interchange Islamabad 0 km to new airport Islamabad 0 km to Kashmir Highway Islamabad 0 km to metro bus station 3 km to CPEC Markets Banks Schools Parks Shopping malls Underground electricity Water supply Lake Zoo Carpet roads","Built in year: 2024, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 6, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
